gene_name	biotype	mat	pat
LINC02103	lncRNA	True	True
LOC105374701	lncRNA	True	True
RNU6-909P	pseudogene	True	True
LOC107986409	lncRNA	True	True
LOC124901178	protein_coding	True	True
LSP1P3	transcribed_pseudogene	True	True
SUCLG2P4	pseudogene	True	True
LOC124900206	pseudogene	True	True
LOC105374699	lncRNA	True	True
LOC100533677	pseudogene	True	True
LINC02109	lncRNA	True	True
LINC02064	lncRNA	True	True
LOC105374702	lncRNA	True	True
LOC100420990	pseudogene	True	True
UBL5P1	pseudogene	True	True
LOC105374703	lncRNA	True	True
LOC100421071	pseudogene	True	True
LOC105374704	lncRNA	True	True
PGBD3P2	pseudogene	True	True
LOC105374705	lncRNA	True	True
RN7SKP207	pseudogene	True	True
LOC105374706	lncRNA	True	True
LOC105374707	lncRNA	True	True
LOC124901160	lncRNA	True	True
LOC124901179	lncRNA	True	True
HPRT1P2	pseudogene	True	True
DYNC1LI1P1	pseudogene	True	True
LOC124901580	protein_coding	True	True
LOC124900952	lncRNA	True	True
RPL19P11	pseudogene	True	True
CDH6	protein_coding	True	True
LOC105374709	lncRNA	True	True
DUX4L51	pseudogene	True	True
DROSHA	protein_coding	True	True
C5orf22	protein_coding	True	True
RNU6-363P	pseudogene	True	True
PDZD2	protein_coding	True	True
RNU6-358P	pseudogene	True	True
RPL9P17	pseudogene	True	True
LOC124901200	snoRNA	True	True
RNU6-760P	pseudogene	True	True
RPL21P56	pseudogene	True	True
RPL5P14	pseudogene	True	True
LOC124900953	lncRNA	True	True
TPT1P5	pseudogene	True	True
LOC107986346	protein_coding	True	True
MIR4279	miRNA	True	True
LOC105374711	lncRNA	True	True
GOLPH3	protein_coding	True	True
RPL27P10	pseudogene	True	True
MTMR12	protein_coding	True	True
RNU6-1079P	pseudogene	True	True
RNU6-378P	pseudogene	True	True
ZFR	protein_coding	True	True
MIR579	miRNA	True	True
LOC124900954	lncRNA	True	True
LOC646616	pseudogene	True	True
SUB1	protein_coding	True	True
LINC02061	lncRNA	True	True
NPR3	protein_coding	True	True
LOC124900956	lncRNA	True	True
LOC124900955	lncRNA	True	True
LINC02120	lncRNA	True	True
LOC105374715	lncRNA	True	True
RPS8P8	pseudogene	True	True
LINC02160	lncRNA	True	True
LOC124900637	lncRNA	True	True
LOC112267948	pseudogene	True	True
TARS1-DT	lncRNA	True	True
TARS1	protein_coding	True	True
TOMM40P3	pseudogene	True	True
LOC105374717	lncRNA	True	True
ADAMTS12	protein_coding	True	True
ST3GAL5P1	pseudogene	True	True
RNU6-923P	pseudogene	True	True
RXFP3	protein_coding	True	True
SLC45A2	protein_coding	True	True
PSMC6P3	pseudogene	True	True
AMACR	protein_coding	True	True
C1QTNF3-AMACR	lncRNA	True	True
C1QTNF3	protein_coding	True	True
GUSBP18	pseudogene	True	True
LOC340089	pseudogene	True	True
LOC124900992	protein_coding	True	True
LOC124900996	protein_coding	True	True
GUSBP15	transcribed_pseudogene	True	True
LOC643367	pseudogene	True	True
LOC105374719	lncRNA	True	True
LOC100132524	pseudogene	True	True
LOC124900958	lncRNA	True	True
LOC105374721	lncRNA	True	True
RAI14-DT	lncRNA	True	True
RAI14	protein_coding	True	True
LOC124900960	lncRNA	True	True
TTC23L-AS1	lncRNA	True	True
TTC23L	protein_coding	True	True
LOC124900959	lncRNA	True	True
RPL21P54	pseudogene	True	True
RAD1	protein_coding	True	True
BRIX1	protein_coding	True	True
LOC124900961	lncRNA	True	True
DNAJC21	protein_coding	True	True
AGXT2	protein_coding	True	True
PRLR	protein_coding	True	True
LOC124901220	snoRNA	True	True
SPEF2	protein_coding	True	True
RNU7-130P	pseudogene	True	True
LOC105374724	lncRNA	True	True
IL7R	protein_coding	True	True
CAPSL	protein_coding	True	True
LOC100506406	lncRNA	True	True
UGT3A1	protein_coding	True	True
UGT3A2	protein_coding	True	True
LMBRD2	protein_coding	True	True
MIR580	miRNA	True	True
SKP2	protein_coding	True	True
RNU6-1305P	pseudogene	True	True
NADK2	protein_coding	True	True
NADK2-AS1	lncRNA	True	True
LOC124900962	lncRNA	True	True
RANBP3L	protein_coding	True	True
RNA5SP181	pseudogene	True	True
LOC124900963	lncRNA	True	True
RPL39P22	pseudogene	True	True
SLC1A3	protein_coding	True	True
LOC107986412	lncRNA	True	True
NIPBL-DT	lncRNA	True	True
NIPBL	protein_coding	True	True
KRT18P31	pseudogene	True	True
CPLANE1	protein_coding	True	True
RPS4XP6	pseudogene	True	True
RBISP2	pseudogene	True	True
OFD1P17	pseudogene	True	True
RN7SL37P	pseudogene	True	True
CPLANE1-AS1	lncRNA	True	True
NUP155	protein_coding	True	True
RNU7-75P	pseudogene	True	True
WDR70	protein_coding	True	True
KCTD9P5	pseudogene	True	True
RNU6-1190P	pseudogene	True	True
RNU6-484P	pseudogene	True	True
GDNF	protein_coding	True	True
GDNF-AS1	lncRNA	True	True
LINC02117	lncRNA	True	True
LINC02110	lncRNA	True	True
LINC02107	lncRNA	True	True
LOC105374730	lncRNA	True	True
LINC02119	lncRNA	True	True
PRDX4P2	pseudogene	True	True
LOC124900966	lncRNA	True	True
EGFLAM	protein_coding	True	True
EGFLAM-AS4	lncRNA	True	True
EGFLAM-AS2	lncRNA	True	True
EGFLAM-AS1	lncRNA	True	True
LOC124901186	pseudogene	True	True
LOC124900965	lncRNA	True	True
LOC105374732	lncRNA	True	True
LOC124900964	lncRNA	True	True
LIFR	protein_coding	True	True
LIFR-AS1	lncRNA	True	True
MIR3650	miRNA	True	True
LOC105374735	lncRNA	True	True
OSMR-DT	lncRNA	True	True
LINC01265	lncRNA	True	True
LOC100132789	pseudogene	True	True
LOC107986414	lncRNA	True	True
OSMR	protein_coding	True	True
RICTOR	protein_coding	True	True
AIG1P1	pseudogene	True	True
FYB1	protein_coding	True	True
GOLGA5P1	pseudogene	True	True
C9	protein_coding	True	True
DAB2	protein_coding	True	True
LINC02104	lncRNA	True	True
CFAP53P1	pseudogene	True	True
INTS6P1	pseudogene	True	True
GCSHP1	pseudogene	True	True
LINC00603	lncRNA	True	True
KRT18P56	pseudogene	True	True
LINC00604	lncRNA	True	True
RNU1-150P	pseudogene	True	True
LOC105374736	lncRNA	True	True
LOC124900967	lncRNA	True	True
LOC105374737	lncRNA	True	True
LOC124900196	snoRNA	True	True
PTGER4	protein_coding	True	True
TTC33	protein_coding	True	True
PRKAA1	protein_coding	True	True
LOC124900968	lncRNA	True	True
LOC124900202	snoRNA	True	True
RPL37	protein_coding	True	True
SNORD72	snoRNA	True	True
CARD6	protein_coding	True	True
C7	protein_coding	True	True
RNU7-161P	pseudogene	True	True
MROH2B	protein_coding	True	True
LOC105374739	lncRNA	True	True
C6	protein_coding	True	True
LOC124900969	lncRNA	True	True
LOC102723740	lncRNA	True	True
PLCXD3	protein_coding	True	True
LOC105374740	lncRNA	True	True
TCP1P2	pseudogene	True	True
OXCT1	protein_coding	True	True
LOC102723752	lncRNA	True	True
OXCT1-AS1	lncRNA	True	True
RPS2P22	pseudogene	True	True
RIMOC1	protein_coding	True	True
LOC100419715	pseudogene	True	True
FBXO4	protein_coding	True	True
RPSAP38	pseudogene	True	True
MTHFD2P6	pseudogene	True	True
LINC02996	lncRNA	True	True
GHR	protein_coding	True	True
SERBP1P6	pseudogene	True	True
LOC100419545	pseudogene	True	True
CCDC152	protein_coding	True	True
SELENOP	protein_coding	True	True
LOC124900970	lncRNA	True	True
PPIAP77	pseudogene	True	True
PRELID3BP4	pseudogene	True	True
PRELID3BP5	pseudogene	True	True
PRELID3BP6	pseudogene	True	True
LOC124900971	protein_coding	True	True
LOC105374745	lncRNA	True	True
PRELID3BP7	pseudogene	True	True
FLJ32255	lncRNA	True	True
LOC105374746	lncRNA	True	True
ANXA2R-OT1	lncRNA	True	True
LOC105374748	lncRNA	True	True
ANXA2R	protein_coding	True	True
ANXA2R-AS1	lncRNA	True	True
LOC100132356	lncRNA	True	True
LOC100506639	lncRNA	True	True
LOC124900972	lncRNA	True	True
ZNF131	protein_coding	True	True
NIM1K	protein_coding	True	True
LOC100419037	pseudogene	True	True
TUBAP14	pseudogene	True	True
HMGCS1	protein_coding	True	True
LOC107986378	pseudogene	True	True
CCL28	protein_coding	True	True
TMEM267	protein_coding	True	True
C5orf34-AS1	lncRNA	True	True
C5orf34	protein_coding	True	True
EEF1A1P19	pseudogene	True	True
LOC124900190	lncRNA	True	True
PAIP1	protein_coding	True	True
NNT-AS1	lncRNA	True	True
AMD1P3	pseudogene	True	True
NNT	protein_coding	True	True
RPL29P12	pseudogene	True	True
RNU6-381P	pseudogene	True	True
FGF10	protein_coding	True	True
FGF10-AS1	lncRNA	True	True
LINC02224	lncRNA	True	True
RN7SL383P	pseudogene	True	True
MRPS30-DT	lncRNA	True	True
MRPS30	protein_coding	True	True
LOC124901180	lncRNA	True	True
HCN1	protein_coding	True	True
EMB	protein_coding	True	True
LOC202319	pseudogene	True	True
PARP8	protein_coding	True	True
LOC124901181	lncRNA	True	True
LINC02106	lncRNA	True	True
RNU6-480P	pseudogene	True	True
RNU6-1296P	pseudogene	True	True
LOC107986379	lncRNA	True	True
RPS10P12	pseudogene	True	True
LOC124901206	snoRNA	True	True
ISL1-DT	lncRNA	True	True
ISL1	protein_coding	True	True
HMGB1P47	pseudogene	True	True
LOC105379196	pseudogene	True	True
RNA5SP182	pseudogene	True	True
KATNBL1P4	pseudogene	True	True
LOC105378959	lncRNA	True	True
LINC02118	lncRNA	True	True
LOC105378961	lncRNA	True	True
RPS17P11	pseudogene	True	True
LOC105378962	lncRNA	True	True
MFSD4BP1	pseudogene	True	True
LOC105378963	lncRNA	True	True
LOC105378964	lncRNA	True	True
LOC124900973	lncRNA	True	True
PELO	protein_coding	True	True
ITGA1	protein_coding	True	True
B3GNTL1P1	pseudogene	True	True
RPL17P21	pseudogene	True	True
ITGA2	protein_coding	True	True
LOC124900974	lncRNA	True	True
MOCS2	protein_coding	True	True
MOCS2-DT	lncRNA	True	True
RPL13AP13	pseudogene	True	True
LOC107986380	lncRNA	True	True
LOC105378965	lncRNA	True	True
RPS19P4	pseudogene	True	True
FST	protein_coding	True	True
NDUFS4	protein_coding	True	True
LOC124900975	lncRNA	True	True
LINC02105	lncRNA	True	True
ASS1P9	pseudogene	True	True
ARL15	protein_coding	True	True
RNU6-272P	pseudogene	True	True
MIR581	miRNA	True	True
RN7SL801P	pseudogene	True	True
LINC01033	lncRNA	True	True
RPL37P25	pseudogene	True	True
HSPB3	protein_coding	True	True
SNX18	protein_coding	True	True
LINC02998	lncRNA	True	True
LOC105378969	lncRNA	True	True
CSPG4BP	pseudogene	True	True
LOC100130990	pseudogene	True	True
LOC100130574	pseudogene	True	True
LOC124900976	lncRNA	True	True
ESM1	protein_coding	True	True
LOC102467081	lncRNA	True	True
GZMK	protein_coding	True	True
LOC105378971	lncRNA	True	True
GZMAP1	pseudogene	True	True
GZMA	protein_coding	True	True
CDC20B	protein_coding	True	True
GPX8	protein_coding	True	True
MIR449A	miRNA	True	True
MIR449B	miRNA	True	True
MIR449C	miRNA	True	True
MCIDAS	protein_coding	True	True
LOC124900978	lncRNA	True	True
CCNO	protein_coding	True	True
DHX29	protein_coding	True	True
LOC105378973	lncRNA	True	True
MTREX	protein_coding	True	True
LOC124900979	lncRNA	True	True
LOC100419851	pseudogene	True	True
LOC107986415	lncRNA	True	True
LOC124900977	lncRNA	True	True
PLPP1	protein_coding	True	True
MIR5687	miRNA	True	True
RNF138P1	transcribed_pseudogene	True	True
AK4P2	pseudogene	True	True
LOC124900980	lncRNA	True	True
SLC38A9	protein_coding	True	True
DDX4	protein_coding	True	True
LOC107986371	pseudogene	True	True
RNA5SP183	pseudogene	True	True
HNRNPH1P3	pseudogene	True	True
IL31RA	protein_coding	True	True
IL6ST	protein_coding	True	True
RPL41P3	pseudogene	True	True
IL6ST-DT	lncRNA	True	True
LOC124901197	snoRNA	True	True
LOC105378976	lncRNA	True	True
ANKRD55	protein_coding	True	True
LOC101928419	lncRNA	True	True
RNU6-299P	pseudogene	True	True
RPL17P22	pseudogene	True	True
RNA5SP184	pseudogene	True	True
C1GALT1P2	pseudogene	True	True
RNA5SP185	pseudogene	True	True
PSMC1P4	pseudogene	True	True
LOC105378977	lncRNA	True	True
RNU6ATAC2P	pseudogene	True	True
HMGN1P17	pseudogene	True	True
LINC01948	lncRNA	True	True
RPL26P19	pseudogene	True	True
C5orf67	lncRNA	True	True
LOC105378979	lncRNA	True	True
MAP3K1	protein_coding	True	True
LOC124901214	pseudogene	True	True
LOC105378980	lncRNA	True	True
SETD9	protein_coding	True	True
MIER3	protein_coding	True	True
LOC100130001	pseudogene	True	True
LOC124900981	lncRNA	True	True
LOC100129574	pseudogene	True	True
GPBP1	protein_coding	True	True
LOC107986381	lncRNA	True	True
LOC100288510	pseudogene	True	True
SALL4P1	pseudogene	True	True
ACTBL2	protein_coding	True	True
LOC102724122	lncRNA	True	True
LNCBRM	lncRNA	True	True
LOC124901182	lncRNA	True	True
LOC101928505	lncRNA	True	True
LINC02225	lncRNA	True	True
LOC124901183	lncRNA	True	True
LOC124901202	snoRNA	True	True
LINC02101	lncRNA	True	True
PGAM1P1	pseudogene	True	True
LOC105378983	lncRNA	True	True
LOC105378984	lncRNA	True	True
PLK2	protein_coding	True	True
GAPT	protein_coding	True	True
MIR548AE2	miRNA	True	True
LINC02108	lncRNA	True	True
RAB3C	protein_coding	True	True
RPL5P15	pseudogene	True	True
PDE4D	protein_coding	True	True
NDUFB4P2	pseudogene	True	True
LOC107986347	lncRNA	True	True
MIR582	miRNA	True	True
LOC105378988	lncRNA	True	True
LOC107986350	lncRNA	True	True
RNU6-806P	pseudogene	True	True
RPL31P8	pseudogene	True	True
SETP21	pseudogene	True	True
PART1	lncRNA	True	True
DEPDC1B	protein_coding	True	True
CAB39P1	pseudogene	True	True
LOC124900982	lncRNA	True	True
KRT8P31	pseudogene	True	True
ELOVL7	protein_coding	True	True
ERCC8	protein_coding	True	True
GNL3LP1	pseudogene	True	True
ERCC8-AS1	lncRNA	True	True
NDUFAF2	protein_coding	True	True
SMIM15	protein_coding	True	True
SMIM15-AS1	lncRNA	True	True
LINC02057	lncRNA	True	True
LOC105378993	lncRNA	True	True
LOC105378994	lncRNA	True	True
ZSWIM6	protein_coding	True	True
LOC100421309	pseudogene	True	True
LOC100421561	pseudogene	True	True
RPL3P6	pseudogene	True	True
C5orf64	lncRNA	True	True
HSPD1P22	pseudogene	True	True
LOC101928651	lncRNA	True	True
RNU6-913P	pseudogene	True	True
C5orf64-AS1	lncRNA	True	True
LOC124900983	lncRNA	True	True
LOC105378995	lncRNA	True	True
LOC643307	pseudogene	True	True
LOC105378998	lncRNA	True	True
LOC124900610	lncRNA	True	True
RN7SKP157	pseudogene	True	True
KIF2A	protein_coding	True	True
LOC100421358	pseudogene	True	True
DIMT1	protein_coding	True	True
IPO11	protein_coding	True	True
RNU6-661P	pseudogene	True	True
CKS1BP3	pseudogene	True	True
RPL35AP14	pseudogene	True	True
IPO11-LRRC70	lncRNA	True	True
LRRC70	protein_coding	True	True
ISCA1P1	pseudogene	True	True
LOC100420027	pseudogene	True	True
LOC107986416	lncRNA	True	True
LOC105378999	lncRNA	True	True
HTR1A	protein_coding	True	True
RNF180	protein_coding	True	True
RGS7BP	protein_coding	True	True
RN7SL169P	pseudogene	True	True
RNU6-294P	pseudogene	True	True
LOC124900984	lncRNA	True	True
MRPL49P1	pseudogene	True	True
SHISAL2B	protein_coding	True	True
SREK1IP1	protein_coding	True	True
LOC124900985	lncRNA	True	True
CWC27	protein_coding	True	True
LOC107986419	lncRNA	True	True
ADAMTS6	protein_coding	True	True
LOC100419140	pseudogene	True	True
RPEP1	pseudogene	True	True
RPS2P23	pseudogene	True	True
LOC124900986	protein_coding	True	True
CENPK	protein_coding	True	True
PPWD1	protein_coding	True	True
TRIM23	protein_coding	True	True
RNU6-540P	pseudogene	True	True
SHLD3	protein_coding	True	True
TRAPPC13	protein_coding	True	True
SGTB	protein_coding	True	True
NLN	protein_coding	True	True
LOC100419549	pseudogene	True	True
ERBIN	protein_coding	True	True
LOC100303749	transcribed_pseudogene	True	True
LOC124900212	snoRNA	True	True
LOC124900987	lncRNA	True	True
SREK1	protein_coding	True	True
LOC401191	lncRNA	True	True
LINC02065	lncRNA	True	True
LOC124901219	snRNA	True	True
LOC124901205	snoRNA	True	True
LOC105379004	lncRNA	True	True
LOC124900988	lncRNA	True	True
LOC105379003	lncRNA	True	True
LOC105379002	lncRNA	True	True
LINC02229	lncRNA	True	True
PPIAP78	pseudogene	True	True
MAST4	protein_coding	True	True
MAST4-AS1	lncRNA	True	True
CD180	protein_coding	True	True
LOC124900989	lncRNA	True	True
LOC101928819	lncRNA	True	True
RPL21P55	pseudogene	True	True
LINC02242	lncRNA	True	True
BCL9P1	pseudogene	True	True
LOC359819	pseudogene	True	True
LINC02997	lncRNA	True	True
LOC105379007	lncRNA	True	True
LOC107986420	lncRNA	True	True
LOC124900990	lncRNA	True	True
RNU6-1232P	pseudogene	True	True
EEF1B2P2	pseudogene	True	True
LINC02219	lncRNA	True	True
PIK3R1	protein_coding	True	True
LOC105379013	lncRNA	True	True
LOC105379012	lncRNA	True	True
LOC105379011	lncRNA	True	True
LOC105379010	lncRNA	True	True
LOC124900991	lncRNA	True	True
VWA8P1	pseudogene	True	True
LOC124900198	snoRNA	True	True
LOC105379015	lncRNA	True	True
LOC107984116	lncRNA	True	True
LINC02198	lncRNA	True	True
RN7SKP251	pseudogene	True	True
SUMO2P4	pseudogene	True	True
LOC100130639	pseudogene	True	True
SLC30A5	protein_coding	True	True
SNORA50D	snoRNA	True	True
CCNB1	protein_coding	True	True
LOC124901203	snoRNA	True	True
LOC112267932	lncRNA	True	True
CENPH	protein_coding	True	True
MRPS36	protein_coding	True	True
CDK7	protein_coding	True	True
CCDC125	protein_coding	True	True
CFL1P5	pseudogene	True	True
CHCHD2P2	pseudogene	True	True
NDUFB9P1	pseudogene	True	True
AK6	protein_coding	True	True
TAF9	protein_coding	True	True
RAD17	protein_coding	True	True
MARVELD2	protein_coding	True	True
RPS27P14	pseudogene	True	True
LOC101928924	lncRNA	True	True
RN7SL616P	pseudogene	True	True
OCLN	protein_coding	True	True
RNU6-724P	pseudogene	True	True
SNORD13B-1	snoRNA	True	True
GTF2H2C	protein_coding	True	True
NAIPP1	pseudogene	True	True
LOC728488	pseudogene	True	True
GUSBP3	transcribed_pseudogene	True	True
LOC124900997	protein_coding	True	True
LOC728526	pseudogene	True	True
LOC105379020	lncRNA	True	True
LOC105379021	lncRNA	True	True
LOC105379016	lncRNA	True	True
LOC124900998	protein_coding	True	True
LOC728499	pseudogene	True	True
GUSBP13	pseudogene	True	True
NAIPP2	pseudogene	True	True
SMN2	protein_coding	True	True
SERF1A	protein_coding	True	True
LOC107986373	protein_coding	True	True
CDH12P2	pseudogene	True	True
LOC101929599	transcribed_pseudogene	True	True
LOC107986355	lncRNA	True	True
GUSBP16	transcribed_pseudogene	True	False
LOC728540	pseudogene	True	True
CDH12P1	pseudogene	True	True
SERF1B	protein_coding	True	True
LOC107986372	protein_coding	True	True
SMN1	protein_coding	True	True
NAIP	protein_coding	True	True
LOC112267942	lncRNA	True	True
GTF2H2	protein_coding	True	True
OCLNP1	transcribed_pseudogene	True	True
SNORD13B-2	snoRNA	True	True
NAIPP4	pseudogene	True	True
CDH12P3	pseudogene	True	True
GUSBP9	pseudogene	True	True
LOC124900994	protein_coding	True	True
LOC124900995	protein_coding	True	True
LOC441081	transcribed_pseudogene	True	True
GUSBP17	transcribed_pseudogene	True	True
LOC124900993	protein_coding	True	True
LOC728575	pseudogene	True	True
LOC105379623	lncRNA	True	True
LINC02197	lncRNA	True	True
LOC105379025	lncRNA	True	True
PMCHL2	transcribed_pseudogene	True	True
LOC107987420	lncRNA	True	True
BDP1	protein_coding	True	True
LOC100419852	pseudogene	True	True
HMGN1P12	pseudogene	True	True
LOC124900999	lncRNA	True	True
MCCC2	protein_coding	True	True
CARTPT	protein_coding	True	True
LOC100422013	pseudogene	True	True
LOC105379027	lncRNA	True	True
LOC107986382	lncRNA	True	True
LOC124901000	lncRNA	True	True
LOC105379028	lncRNA	True	True
MAP1B	protein_coding	True	True
MIR4803	miRNA	True	True
MRPS27	protein_coding	True	True
LOC107986422	lncRNA	True	True
RN7SL153P	pseudogene	True	True
PTCD2	protein_coding	True	True
RPL10AP8	pseudogene	True	True
YBX1P5	pseudogene	True	True
ZNF366	protein_coding	True	True
LOC102503427	lncRNA	True	True
LINC02056	lncRNA	True	True
TNPO1-DT	lncRNA	True	True
RPL7P22	pseudogene	True	True
H2BL1P	pseudogene	True	True
TNPO1	protein_coding	True	True
MIR4804	miRNA	True	True
RPL35AP13	pseudogene	True	True
FCHO2	protein_coding	True	True
LOC100420515	pseudogene	True	True
CHP1P1	pseudogene	True	True
LOC124901001	protein_coding	True	True
TMEM171	protein_coding	True	True
LOC105379030	lncRNA	True	True
LOC101060067	pseudogene	True	True
TMEM174	protein_coding	True	True
LOC340090	lncRNA	True	True
LOC124901002	lncRNA	True	True
LOC105379031	lncRNA	True	True
LINC02230	lncRNA	True	True
LOC107986383	lncRNA	True	True
FOXD1	protein_coding	True	True
LINC01386	lncRNA	True	True
BTF3	protein_coding	True	True
FUNDC2P1	pseudogene	True	True
ANKRA2	protein_coding	True	True
UTP15	protein_coding	True	True
ARHGEF28	protein_coding	True	True
LOC107986423	lncRNA	True	True
RNU7-196P	pseudogene	True	True
LOC105379034	lncRNA	True	True
LOC124901003	lncRNA	True	True
LINC02122	lncRNA	True	True
LOC105379035	lncRNA	True	True
LOC124901004	lncRNA	True	True
LINC01335	lncRNA	True	True
RN7SL814P	pseudogene	True	True
LINC01333	lncRNA	True	True
LINC01331	lncRNA	True	True
LOC124901005	lncRNA	True	True
ENC1	protein_coding	True	True
HEXB	protein_coding	True	True
GFM2	protein_coding	True	True
RNU6-658P	pseudogene	True	True
NSA2	protein_coding	True	True
FAM169A	protein_coding	True	True
RNU6-1330P	pseudogene	True	True
LOC260421	pseudogene	True	True
LOC441086	lncRNA	True	True
LOC124900209	snoRNA	True	True
LOC105379039	lncRNA	True	True
LOC100131411	pseudogene	True	True
RPL39P21	pseudogene	True	True
LOC105379040	lncRNA	True	True
RPL27AP5	pseudogene	True	True
GCNT4	protein_coding	True	True
ANKRD31	protein_coding	True	True
SUMO2P5	pseudogene	True	True
LOC124901006	lncRNA	True	True
LOC124901007	lncRNA	True	True
HMGCR	protein_coding	True	True
CERT1	protein_coding	True	True
RPS26P26	pseudogene	True	True
POLK	protein_coding	True	True
RNU7-175P	pseudogene	True	True
ANKDD1B	protein_coding	True	True
POC5	protein_coding	True	True
RNU6-680P	pseudogene	True	True
LOC441087	lncRNA	True	True
SLC25A5P9	pseudogene	True	True
LOC391798	pseudogene	True	True
SV2C	protein_coding	True	True
BIN2P2	pseudogene	True	True
LOC100996384	pseudogene	True	True
SAP18P1	pseudogene	True	True
LOC100132039	pseudogene	True	True
SV2C-AS1	lncRNA	True	True
RNA5SP186	pseudogene	True	True
RAP1BL	pseudogene	True	True
HMGN2P4	pseudogene	True	True
PDCD5P2	pseudogene	True	True
LOC105379042	lncRNA	True	True
SNRPCP2	pseudogene	True	True
IQGAP2	protein_coding	True	True
LOC101060043	pseudogene	True	True
LOC101929109	lncRNA	True	True
F2RL2	protein_coding	True	True
NCRUPAR	lncRNA	True	True
F2R	protein_coding	True	True
LOC124901199	snoRNA	True	True
F2RL1	protein_coding	True	True
RN7SL208P	pseudogene	True	True
S100Z	protein_coding	True	True
RNU6ATAC36P	pseudogene	True	True
CRHBP	protein_coding	True	True
AGGF1	protein_coding	True	True
ZBED3	protein_coding	True	True
SNORA47	snoRNA	True	True
ZBED3-AS1	lncRNA	True	True
LOC124901008	lncRNA	True	True
HMGB1P35	pseudogene	True	True
PDE8B	protein_coding	True	True
ALDH7A1P1	pseudogene	True	True
WDR41	protein_coding	True	True
LOC124901009	lncRNA	True	True
RPS2P24	pseudogene	True	True
RPL7P23	pseudogene	True	True
OTP	protein_coding	True	True
TBCA	protein_coding	True	True
ACTBP2	pseudogene	True	True
LOC101929154	lncRNA	True	True
AP3B1	protein_coding	True	True
TRQ-TTG7-1	pseudogene	True	True
LOC100422441	pseudogene	True	True
ATP6V1G1P6	pseudogene	True	True
RNU6-183P	pseudogene	True	True
LOC124901010	lncRNA	True	True
SCAMP1-AS1	lncRNA	True	True
SCAMP1	protein_coding	True	True
LHFPL2	protein_coding	True	True
HMGB1P21	pseudogene	True	True
LOC124900191	lncRNA	True	True
ARSB	protein_coding	True	True
DMGDH	protein_coding	True	True
LOC100505796	pseudogene	True	True
BHMT2	protein_coding	True	True
BHMT	protein_coding	True	True
LOC124901012	lncRNA	True	True
RNY3P1	pseudogene	True	True
LOC124901011	lncRNA	True	True
LOC124900205	snoRNA	True	True
JMY	protein_coding	True	True
RPS3AP20	pseudogene	True	True
LOC102724530	lncRNA	True	True
LOC101929201	lncRNA	True	True
HOMER1	protein_coding	True	True
LOC107986426	lncRNA	True	True
RPL29P15	pseudogene	True	True
RPL7AP32	pseudogene	True	True
LOC124901013	lncRNA	True	True
LOC105379047	lncRNA	True	True
LOC124901014	lncRNA	True	True
TENT2	protein_coding	True	True
CMYA5	protein_coding	True	True
LOC102724557	lncRNA	True	True
LOC105379048	lncRNA	True	True
LINC01455	lncRNA	True	True
MTX3	protein_coding	True	True
THBS4	protein_coding	True	True
RBX1P2	pseudogene	True	True
TRMT112P2	pseudogene	True	True
THBS4-AS1	lncRNA	True	True
SERINC5	protein_coding	True	True
LOC124901201	snoRNA	True	True
KRT18P45	pseudogene	True	True
LOC644936	transcribed_pseudogene	True	True
LOC124900204	snoRNA	True	True
LOC124901015	lncRNA	True	True
RPL39P20	pseudogene	True	True
SPZ1	protein_coding	True	True
RBMX2P5	pseudogene	True	True
CRSP8P	transcribed_pseudogene	True	True
HNRNPA1P12	pseudogene	True	True
RNU6-211P	pseudogene	True	True
ZFYVE16	protein_coding	True	True
FAM151B-DT	lncRNA	True	True
FAM151B	protein_coding	True	True
RPS27AP9	pseudogene	True	True
RPL7P24	pseudogene	True	True
ANKRD34B	protein_coding	True	True
DBIP2	pseudogene	True	True
LINC01337	lncRNA	True	True
DHFR	protein_coding	True	True
MTRNR2L2	pseudogene	True	True
MSH3	protein_coding	True	True
LOC124901016	pseudogene	True	True
RPS26P27	pseudogene	True	True
LOC107986428	lncRNA	True	True
RASGRF2-AS1	lncRNA	True	True
RASGRF2	protein_coding	True	True
LOC124901017	lncRNA	True	True
CKMT2	protein_coding	True	True
CKMT2-AS1	lncRNA	True	True
ZCCHC9	protein_coding	True	True
ACOT12	protein_coding	True	True
SSBP2	protein_coding	True	True
LOC107986384	lncRNA	True	True
LOC107986385	lncRNA	True	True
LOC124901018	lncRNA	True	True
SEM1P1	pseudogene	True	True
ATG10	protein_coding	True	True
PPIAP11	pseudogene	True	True
RN7SL378P	pseudogene	True	True
RPS23	protein_coding	True	True
ATP6AP1L	transcribed_pseudogene	True	True
LOC124901019	lncRNA	True	True
LOC105379050	lncRNA	True	True
RPL5P16	pseudogene	True	True
LOC124901020	lncRNA	True	True
MIR3977	miRNA	True	True
LINC01338	lncRNA	True	True
LOC107986430	lncRNA	True	True
LOC105379051	lncRNA	True	True
ST13P12	pseudogene	True	True
LOC105379052	lncRNA	True	True
TMEM167A	protein_coding	True	True
SCARNA18	ncRNA	True	True
XRCC4	protein_coding	True	True
RPL13P9	pseudogene	True	True
COQ10BP2	pseudogene	True	True
LOC105379053	lncRNA	True	True
FTH1P9	pseudogene	True	True
VCAN	protein_coding	True	True
VCAN-AS1	lncRNA	True	True
LOC124901021	lncRNA	True	True
HAPLN1	protein_coding	True	True
