gene_id	gene_name	transcript_id	broken	pident
hg002_chr5_paternal_750	GZMA	hg002_chr5_paternal_750.1	N	NA
hg002_chr5_paternal_751	CDC20B	hg002_chr5_paternal_751.2	N	NA
hg002_chr5_paternal_752	GPX8	hg002_chr5_paternal_752.1	N	NA
hg002_chr5_paternal_756	MCIDAS	hg002_chr5_paternal_756.1	N	NA
hg002_chr5_paternal_758	CCNO	hg002_chr5_paternal_758.2	N	NA
hg002_chr5_paternal_759	DHX29	hg002_chr5_paternal_759.3	N	NA
hg002_chr5_paternal_761	MTREX	hg002_chr5_paternal_761.1	N	NA
hg002_chr5_paternal_766	PLPP1	hg002_chr5_paternal_766.1	N	NA
hg002_chr5_paternal_771	SLC38A9	hg002_chr5_paternal_771.44	N	NA
hg002_chr5_paternal_772	DDX4	hg002_chr5_paternal_772.3	N	NA
hg002_chr5_paternal_776	IL31RA	hg002_chr5_paternal_776.5	N	NA
hg002_chr5_paternal_777	IL6ST	hg002_chr5_paternal_777.9	N	NA
hg002_chr5_paternal_782	ANKRD55	hg002_chr5_paternal_782.2	N	NA
hg002_chr5_paternal_797	MAP3K1	hg002_chr5_paternal_797.2	N	NA
hg002_chr5_paternal_800	SETD9	hg002_chr5_paternal_800.6	N	NA
hg002_chr5_paternal_801	MIER3	hg002_chr5_paternal_801.5	N	NA
hg002_chr5_paternal_805	GPBP1	hg002_chr5_paternal_805.3	N	NA
hg002_chr5_paternal_809	ACTBL2	hg002_chr5_paternal_809.1	N	NA
hg002_chr5_paternal_821	PLK2	hg002_chr5_paternal_821.2	N	NA
hg002_chr5_paternal_822	GAPT	hg002_chr5_paternal_822.5	N	NA
hg002_chr5_paternal_825	RAB3C	hg002_chr5_paternal_825.2	N	NA
hg002_chr5_paternal_827	PDE4D	hg002_chr5_paternal_827.15	N	NA
hg002_chr5_paternal_837	DEPDC1B	hg002_chr5_paternal_837.4	N	NA
hg002_chr5_paternal_841	ELOVL7	hg002_chr5_paternal_841.6	N	NA
hg002_chr5_paternal_842	ERCC8	hg002_chr5_paternal_842.1	N	NA
hg002_chr5_paternal_845	NDUFAF2	hg002_chr5_paternal_845.1	N	NA
hg002_chr5_paternal_846	SMIM15	hg002_chr5_paternal_846.1	N	NA
hg002_chr5_paternal_851	ZSWIM6	hg002_chr5_paternal_851.1	N	NA
hg002_chr5_paternal_866	KIF2A	hg002_chr5_paternal_866.1	N	NA
hg002_chr5_paternal_868	DIMT1	hg002_chr5_paternal_868.2	N	NA
hg002_chr5_paternal_869	IPO11	hg002_chr5_paternal_869.1	N	NA
hg002_chr5_paternal_874	LRRC70	hg002_chr5_paternal_874.1	N	NA
hg002_chr5_paternal_879	HTR1A	hg002_chr5_paternal_879.1	N	NA
hg002_chr5_paternal_880	RNF180	hg002_chr5_paternal_880.11	N	NA
hg002_chr5_paternal_881	RGS7BP	hg002_chr5_paternal_881.2	N	NA
hg002_chr5_paternal_886	SHISAL2B	hg002_chr5_paternal_886.1	N	NA
hg002_chr5_paternal_887	SREK1IP1	hg002_chr5_paternal_887.1	N	NA
hg002_chr5_paternal_889	CWC27	hg002_chr5_paternal_889.7	N	NA
hg002_chr5_paternal_891	ADAMTS6	hg002_chr5_paternal_891.10	N	NA
hg002_chr5_paternal_896	CENPK	hg002_chr5_paternal_896.23	N	NA
hg002_chr5_paternal_897	PPWD1	hg002_chr5_paternal_897.4	N	NA
hg002_chr5_paternal_898	TRIM23	hg002_chr5_paternal_898.2	N	NA
hg002_chr5_paternal_900	SHLD3	hg002_chr5_paternal_900.1	N	NA
hg002_chr5_paternal_901	TRAPPC13	hg002_chr5_paternal_901.6	N	NA
hg002_chr5_paternal_902	SGTB	hg002_chr5_paternal_902.2	N	NA
hg002_chr5_paternal_903	NLN	hg002_chr5_paternal_903.2	N	NA
hg002_chr5_paternal_905	ERBIN	hg002_chr5_paternal_905.4	N	NA
hg002_chr5_paternal_909	SREK1	hg002_chr5_paternal_909.2	N	NA
hg002_chr5_paternal_920	MAST4	hg002_chr5_paternal_920.3	N	NA
hg002_chr5_paternal_922	CD180	hg002_chr5_paternal_922.2	N	NA
hg002_chr5_paternal_936	PIK3R1	hg002_chr5_paternal_936.1	N	NA
hg002_chr5_paternal_950	SLC30A5	hg002_chr5_paternal_950.3	N	NA
hg002_chr5_paternal_952	CCNB1	hg002_chr5_paternal_952.3	N	NA
hg002_chr5_paternal_955	CENPH	hg002_chr5_paternal_955.1	N	NA
hg002_chr5_paternal_956	MRPS36	hg002_chr5_paternal_956.1	NA	NA
hg002_chr5_paternal_957	CDK7	hg002_chr5_paternal_957.9	N	NA
hg002_chr5_paternal_958	CCDC125	hg002_chr5_paternal_958.15	N	NA
hg002_chr5_paternal_962	AK6	hg002_chr5_paternal_962.1	N	NA
hg002_chr5_paternal_963	TAF9	hg002_chr5_paternal_963.1	N	NA
hg002_chr5_paternal_964	RAD17	hg002_chr5_paternal_964.3	N	NA
hg002_chr5_paternal_965	MARVELD2	hg002_chr5_paternal_965.1	N	NA
hg002_chr5_paternal_969	OCLN	hg002_chr5_paternal_969.4	N	NA
hg002_chr5_paternal_972	GTF2H2C	hg002_chr5_paternal_972.13	N	NA
hg002_chr5_paternal_988	SMN2	hg002_chr5_paternal_988.5	N	NA
hg002_chr5_paternal_989	SERF1B	hg002_chr5_paternal_989.1	N	NA
hg002_chr5_paternal_1013	SERF1A	hg002_chr5_paternal_1013.1	N	NA
hg002_chr5_paternal_1015	SMN1	hg002_chr5_paternal_1015.9	N	NA
hg002_chr5_paternal_1016	NAIP	hg002_chr5_paternal_1016.2	N	NA
hg002_chr5_paternal_1018	GTF2H2	hg002_chr5_paternal_1018.7	N	NA
hg002_chr5_paternal_1042	BDP1	hg002_chr5_paternal_1042.3	N	NA
hg002_chr5_paternal_1046	MCCC2	hg002_chr5_paternal_1046.7	N	NA
hg002_chr5_paternal_1047	CARTPT	hg002_chr5_paternal_1047.1	N	NA
hg002_chr5_paternal_1053	MAP1B	hg002_chr5_paternal_1053.1	N	NA
hg002_chr5_paternal_1055	MRPS27	hg002_chr5_paternal_1055.3	N	NA
hg002_chr5_paternal_1058	PTCD2	hg002_chr5_paternal_1058.4	N	NA
hg002_chr5_paternal_1061	ZNF366	hg002_chr5_paternal_1061.1	N	NA
hg002_chr5_paternal_1067	TNPO1	hg002_chr5_paternal_1067.4	N	NA
hg002_chr5_paternal_1070	FCHO2	hg002_chr5_paternal_1070.8	N	NA
hg002_chr5_paternal_1074	TMEM171	hg002_chr5_paternal_1074.2	N	NA
hg002_chr5_paternal_1077	TMEM174	hg002_chr5_paternal_1077.1	N	NA
hg002_chr5_paternal_1083	FOXD1	hg002_chr5_paternal_1083.1	N	NA
hg002_chr5_paternal_1085	BTF3	hg002_chr5_paternal_1085.1	N	NA
hg002_chr5_paternal_1087	ANKRA2	hg002_chr5_paternal_1087.2	N	NA
hg002_chr5_paternal_1088	UTP15	hg002_chr5_paternal_1088.3	N	NA
hg002_chr5_paternal_1089	ARHGEF28	hg002_chr5_paternal_1089.3	N	NA
hg002_chr5_paternal_1102	ENC1	hg002_chr5_paternal_1102.4	N	NA
hg002_chr5_paternal_1103	HEXB	hg002_chr5_paternal_1103.2	N	NA
hg002_chr5_paternal_1104	GFM2	hg002_chr5_paternal_1104.2	N	NA
hg002_chr5_paternal_1106	NSA2	hg002_chr5_paternal_1106.3	N	NA
hg002_chr5_paternal_1107	FAM169A	hg002_chr5_paternal_1107.10	N	NA
hg002_chr5_paternal_1117	GCNT4	hg002_chr5_paternal_1117.2	N	NA
hg002_chr5_paternal_1118	ANKRD31	hg002_chr5_paternal_1118.6	N	NA
hg002_chr5_paternal_1122	HMGCR	hg002_chr5_paternal_1122.4	N	NA
hg002_chr5_paternal_1123	CERT1	hg002_chr5_paternal_1123.9	N	NA
hg002_chr5_paternal_1125	POLK	hg002_chr5_paternal_1125.9	N	NA
hg002_chr5_paternal_1127	ANKDD1B	hg002_chr5_paternal_1127.1	N	NA
hg002_chr5_paternal_1128	POC5	hg002_chr5_paternal_1128.4	N	NA
hg002_chr5_paternal_1133	SV2C	hg002_chr5_paternal_1133.3	N	NA
hg002_chr5_paternal_1145	IQGAP2	hg002_chr5_paternal_1145.1	N	NA
hg002_chr5_paternal_1148	F2RL2	hg002_chr5_paternal_1148.2	N	NA
hg002_chr5_paternal_1150	F2R	hg002_chr5_paternal_1150.2	N	NA
hg002_chr5_paternal_1152	F2RL1	hg002_chr5_paternal_1152.1	N	NA
hg002_chr5_paternal_1154	S100Z	hg002_chr5_paternal_1154.2	N	NA
hg002_chr5_paternal_1156	CRHBP	hg002_chr5_paternal_1156.1	N	NA
hg002_chr5_paternal_1157	AGGF1	hg002_chr5_paternal_1157.1	N	NA
hg002_chr5_paternal_1158	ZBED3	hg002_chr5_paternal_1158.2	N	NA
hg002_chr5_paternal_1163	PDE8B	hg002_chr5_paternal_1163.28	N	NA
hg002_chr5_paternal_1165	WDR41	hg002_chr5_paternal_1165.2	N	NA
hg002_chr5_paternal_1169	OTP	hg002_chr5_paternal_1169.1	N	NA
hg002_chr5_paternal_1170	TBCA	hg002_chr5_paternal_1170.3	N	NA
hg002_chr5_paternal_1173	AP3B1	hg002_chr5_paternal_1173.2	N	NA
hg002_chr5_paternal_1180	SCAMP1	hg002_chr5_paternal_1180.2	N	NA
hg002_chr5_paternal_1181	LHFPL2	hg002_chr5_paternal_1181.1	N	NA
hg002_chr5_paternal_1184	ARSB	hg002_chr5_paternal_1184.1	N	NA
hg002_chr5_paternal_1185	DMGDH	hg002_chr5_paternal_1185.1	N	NA
hg002_chr5_paternal_1187	BHMT2	hg002_chr5_paternal_1187.2	N	NA
hg002_chr5_paternal_1188	BHMT	hg002_chr5_paternal_1188.1	N	NA
hg002_chr5_paternal_1193	JMY	hg002_chr5_paternal_1193.1	N	NA
hg002_chr5_paternal_1197	HOMER1	hg002_chr5_paternal_1197.2	N	NA
hg002_chr5_paternal_1204	TENT2	hg002_chr5_paternal_1204.40	N	NA
hg002_chr5_paternal_1205	CMYA5	hg002_chr5_paternal_1205.3	N	NA
hg002_chr5_paternal_1209	MTX3	hg002_chr5_paternal_1209.3	N	NA
hg002_chr5_paternal_1210	THBS4	hg002_chr5_paternal_1210.6	N	NA
hg002_chr5_paternal_1214	SERINC5	hg002_chr5_paternal_1214.6	N	NA
hg002_chr5_paternal_1221	SPZ1	hg002_chr5_paternal_1221.1	N	NA
hg002_chr5_paternal_1226	ZFYVE16	hg002_chr5_paternal_1226.11	N	NA
hg002_chr5_paternal_1228	FAM151B	hg002_chr5_paternal_1228.1	N	NA
hg002_chr5_paternal_1231	ANKRD34B	hg002_chr5_paternal_1231.3	N	NA
hg002_chr5_paternal_1234	DHFR	hg002_chr5_paternal_1234.1	N	NA
hg002_chr5_paternal_1236	MSH3	hg002_chr5_paternal_1236.1	N	NA
hg002_chr5_paternal_1241	RASGRF2	hg002_chr5_paternal_1241.3	N	NA
hg002_chr5_paternal_1243	CKMT2	hg002_chr5_paternal_1243.1	N	NA
hg002_chr5_paternal_1245	ZCCHC9	hg002_chr5_paternal_1245.1	N	NA
hg002_chr5_paternal_1246	ACOT12	hg002_chr5_paternal_1246.5	N	NA
hg002_chr5_paternal_1247	SSBP2	hg002_chr5_paternal_1247.10	N	NA
hg002_chr5_paternal_1252	ATG10	hg002_chr5_paternal_1252.2	N	NA
hg002_chr5_paternal_1255	RPS23	hg002_chr5_paternal_1255.1	N	NA
hg002_chr5_paternal_1267	TMEM167A	hg002_chr5_paternal_1267.1	N	NA
hg002_chr5_paternal_1269	XRCC4	hg002_chr5_paternal_1269.7	N	NA
hg002_chr5_paternal_1274	VCAN	hg002_chr5_paternal_1274.4	N	NA
hg002_chr5_paternal_1277	HAPLN1	hg002_chr5_paternal_1277.5	N	NA
hg002_chr5_paternal_1284	EDIL3	hg002_chr5_paternal_1284.1	N	NA
hg002_chr5_paternal_1303	COX7C	hg002_chr5_paternal_1303.1	N	NA
hg002_chr5_paternal_1314	RASA1	hg002_chr5_paternal_1314.1	N	NA
hg002_chr5_paternal_1318	CCNH	hg002_chr5_paternal_1318.9	N	NA
hg002_chr5_paternal_1327	TMEM161B	hg002_chr5_paternal_1327.15	N	NA
hg002_chr5_paternal_1338	MEF2C	hg002_chr5_paternal_1338.21	N	NA
hg002_chr5_paternal_1348	CETN3	hg002_chr5_paternal_1348.3	N	NA
hg002_chr5_paternal_1350	MBLAC2	hg002_chr5_paternal_1350.1	N	NA
hg002_chr5_paternal_1351	POLR3G	hg002_chr5_paternal_1351.10	N	NA
hg002_chr5_paternal_1352	LYSMD3	hg002_chr5_paternal_1352.2	N	NA
hg002_chr5_paternal_1353	ADGRV1	hg002_chr5_paternal_1353.13	N	NA
hg002_chr5_paternal_1361	ARRDC3	hg002_chr5_paternal_1361.5	N	NA
hg002_chr5_paternal_1378	NR2F1	hg002_chr5_paternal_1378.1	N	NA
hg002_chr5_paternal_1380	FAM172A	hg002_chr5_paternal_1380.7	NA	NA
hg002_chr5_paternal_1384	POU5F2	hg002_chr5_paternal_1384.1	N	NA
hg002_chr5_paternal_1386	KIAA0825	hg002_chr5_paternal_1386.1	N	NA
hg002_chr5_paternal_1391	SLF1	hg002_chr5_paternal_1391.6	N	NA
hg002_chr5_paternal_1392	MCTP1	hg002_chr5_paternal_1392.36	N	NA
hg002_chr5_paternal_1396	FAM81B	hg002_chr5_paternal_1396.4	N	NA
hg002_chr5_paternal_1398	TTC37	hg002_chr5_paternal_1398.1	NA	NA
hg002_chr5_paternal_1400	ARSK	hg002_chr5_paternal_1400.1	N	NA
hg002_chr5_paternal_1401	GPR150	hg002_chr5_paternal_1401.1	N	NA
hg002_chr5_paternal_1403	RFESD	hg002_chr5_paternal_1403.1	N	NA
hg002_chr5_paternal_1404	SPATA9	hg002_chr5_paternal_1404.8	N	NA
hg002_chr5_paternal_1406	RHOBTB3	hg002_chr5_paternal_1406.2	N	NA
hg002_chr5_paternal_1408	GLRX	hg002_chr5_paternal_1408.1	N	NA
hg002_chr5_paternal_1414	ELL2	hg002_chr5_paternal_1414.4	N	NA
hg002_chr5_paternal_1424	PCSK1	hg002_chr5_paternal_1424.2	N	NA
hg002_chr5_paternal_1426	CAST	hg002_chr5_paternal_1426.7	N	NA
hg002_chr5_paternal_1428	ERAP1	hg002_chr5_paternal_1428.15	N	NA
hg002_chr5_paternal_1431	ERAP2	hg002_chr5_paternal_1431.7	N	NA
hg002_chr5_paternal_1433	LNPEP	hg002_chr5_paternal_1433.1	N	NA
hg002_chr5_paternal_1437	LIX1	hg002_chr5_paternal_1437.1	N	NA
hg002_chr5_paternal_1438	RIOK2	hg002_chr5_paternal_1438.2	N	NA
hg002_chr5_paternal_1456	RGMB	hg002_chr5_paternal_1456.8	N	NA
hg002_chr5_paternal_1460	CHD1	hg002_chr5_paternal_1460.3	N	NA
hg002_chr5_paternal_1488	FAM174A	hg002_chr5_paternal_1488.1	N	NA
hg002_chr5_paternal_1490	ST8SIA4	hg002_chr5_paternal_1490.1	N	NA
hg002_chr5_paternal_1498	SLCO4C1	hg002_chr5_paternal_1498.1	N	NA
hg002_chr5_paternal_1500	SLCO6A1	hg002_chr5_paternal_1500.5	N	NA
hg002_chr5_paternal_1506	PAM	hg002_chr5_paternal_1506.31	N	NA
hg002_chr5_paternal_1509	GIN1	hg002_chr5_paternal_1509.3	N	NA
hg002_chr5_paternal_1510	PPIP5K2	hg002_chr5_paternal_1510.4	N	NA
hg002_chr5_paternal_1512	MACIR	hg002_chr5_paternal_1512.3	N	NA
hg002_chr5_paternal_1515	NUDT12	hg002_chr5_paternal_1515.2	N	NA
hg002_chr5_paternal_1530	EFNA5	hg002_chr5_paternal_1530.2	N	NA
hg002_chr5_paternal_1536	FBXL17	hg002_chr5_paternal_1536.1	N	NA
hg002_chr5_paternal_1541	FER	hg002_chr5_paternal_1541.2	N	NA
hg002_chr5_paternal_1548	PJA2	hg002_chr5_paternal_1548.1	N	NA
hg002_chr5_paternal_1552	MAN2A1	hg002_chr5_paternal_1552.3	N	NA
hg002_chr5_paternal_1558	TMEM232	hg002_chr5_paternal_1558.8	N	NA
hg002_chr5_paternal_1561	SLC25A46	hg002_chr5_paternal_1561.3	N	NA
hg002_chr5_paternal_1565	TSLP	hg002_chr5_paternal_1565.3	N	NA
hg002_chr5_paternal_1566	WDR36	hg002_chr5_paternal_1566.2	N	NA
hg002_chr5_paternal_1569	CAMK4	hg002_chr5_paternal_1569.5	N	NA
hg002_chr5_paternal_1570	STARD4	hg002_chr5_paternal_1570.6	N	NA
hg002_chr5_paternal_1576	NREP	hg002_chr5_paternal_1576.5	N	NA
hg002_chr5_paternal_1580	EPB41L4A	hg002_chr5_paternal_1580.10	N	NA
hg002_chr5_paternal_1591	APC	hg002_chr5_paternal_1591.6	N	NA
hg002_chr5_paternal_1594	SRP19	hg002_chr5_paternal_1594.4	N	NA
hg002_chr5_paternal_1595	REEP5	hg002_chr5_paternal_1595.1	N	NA
hg002_chr5_paternal_1600	DCP2	hg002_chr5_paternal_1600.3	N	NA
hg002_chr5_paternal_1601	MCC	hg002_chr5_paternal_1601.2	N	NA
hg002_chr5_paternal_1604	TSSK1B	hg002_chr5_paternal_1604.1	N	NA
hg002_chr5_paternal_1607	YTHDC2	hg002_chr5_paternal_1607.9	N	NA
hg002_chr5_paternal_1611	KCNN2	hg002_chr5_paternal_1611.4	N	NA
hg002_chr5_paternal_1615	TRIM36	hg002_chr5_paternal_1615.2	N	NA
hg002_chr5_paternal_1616	PGGT1B	hg002_chr5_paternal_1616.1	N	NA
hg002_chr5_paternal_1618	CCDC112	hg002_chr5_paternal_1618.2	N	NA
hg002_chr5_paternal_1626	FEM1C	hg002_chr5_paternal_1626.1	N	NA
hg002_chr5_paternal_1627	TICAM2	hg002_chr5_paternal_1627.1	N	NA
hg002_chr5_paternal_1630	TMED7	hg002_chr5_paternal_1630.1	N	NA
hg002_chr5_paternal_1635	CDO1	hg002_chr5_paternal_1635.6	N	NA
hg002_chr5_paternal_1637	ATG12	hg002_chr5_paternal_1637.2	N	NA
hg002_chr5_paternal_1638	AP3S1	hg002_chr5_paternal_1638.3	N	NA
hg002_chr5_paternal_1640	LVRN	hg002_chr5_paternal_1640.1	N	NA
hg002_chr5_paternal_1642	ARL14EPL	hg002_chr5_paternal_1642.1	N	NA
hg002_chr5_paternal_1644	COMMD10	hg002_chr5_paternal_1644.3	N	NA
hg002_chr5_paternal_1649	SEMA6A	hg002_chr5_paternal_1649.6	N	NA
hg002_chr5_paternal_1677	DTWD2	hg002_chr5_paternal_1677.3	N	NA
hg002_chr5_paternal_1685	DMXL1	hg002_chr5_paternal_1685.15	N	NA
hg002_chr5_paternal_1690	TNFAIP8	hg002_chr5_paternal_1690.7	N	NA
hg002_chr5_paternal_1694	HSD17B4	hg002_chr5_paternal_1694.1	N	NA
hg002_chr5_paternal_1700	FAM170A	hg002_chr5_paternal_1700.2	N	NA
hg002_chr5_paternal_1706	PRR16	hg002_chr5_paternal_1706.3	N	NA
hg002_chr5_paternal_1716	FTMT	hg002_chr5_paternal_1716.1	N	NA
hg002_chr5_paternal_1718	SRFBP1	hg002_chr5_paternal_1718.1	N	NA
hg002_chr5_paternal_1719	LOX	hg002_chr5_paternal_1719.3	N	NA
hg002_chr5_paternal_1721	ZNF474	hg002_chr5_paternal_1721.1	N	NA
hg002_chr5_paternal_1722	LOC100505841	hg002_chr5_paternal_1722.1	NA	NA
hg002_chr5_paternal_1723	SNCAIP	hg002_chr5_paternal_1723.30	N	NA
hg002_chr5_paternal_1731	SNX2	hg002_chr5_paternal_1731.2	N	NA
hg002_chr5_paternal_1734	SNX24	hg002_chr5_paternal_1734.4	N	NA
hg002_chr5_paternal_1737	PPIC	hg002_chr5_paternal_1737.1	N	NA
hg002_chr5_paternal_1741	PRDM6	hg002_chr5_paternal_1741.3	N	NA
hg002_chr5_paternal_1743	CEP120	hg002_chr5_paternal_1743.4	N	NA
hg002_chr5_paternal_1746	CSNK1G3	hg002_chr5_paternal_1746.37	N	NA
hg002_chr5_paternal_1753	ZNF608	hg002_chr5_paternal_1753.5	N	NA
hg002_chr5_paternal_1769	GRAMD2B	hg002_chr5_paternal_1769.13	N	NA
hg002_chr5_paternal_1771	ALDH7A1	hg002_chr5_paternal_1771.1	N	NA
hg002_chr5_paternal_1773	PHAX	hg002_chr5_paternal_1773.1	N	NA
hg002_chr5_paternal_1775	TEX43	hg002_chr5_paternal_1775.1	NA	NA
hg002_chr5_paternal_1781	LMNB1	hg002_chr5_paternal_1781.4	N	NA
hg002_chr5_paternal_1782	MARCHF3	hg002_chr5_paternal_1782.2	N	NA
hg002_chr5_paternal_1784	C5orf63	hg002_chr5_paternal_1784.7	N	NA
hg002_chr5_paternal_1789	MEGF10	hg002_chr5_paternal_1789.5	N	NA
hg002_chr5_paternal_1793	PRRC1	hg002_chr5_paternal_1793.2	N	NA
hg002_chr5_paternal_1795	CTXN3	hg002_chr5_paternal_1795.1	N	NA
hg002_chr5_paternal_1797	CCDC192	hg002_chr5_paternal_1797.8	N	NA
hg002_chr5_paternal_1801	SLC12A2	hg002_chr5_paternal_1801.4	N	NA
hg002_chr5_paternal_1803	FBN2	hg002_chr5_paternal_1803.1	N	NA
hg002_chr5_paternal_1806	SLC27A6	hg002_chr5_paternal_1806.1	N	NA
hg002_chr5_paternal_1809	ISOC1	hg002_chr5_paternal_1809.1	N	NA
hg002_chr5_paternal_1815	ADAMTS19	hg002_chr5_paternal_1815.2	N	NA
hg002_chr5_paternal_1816	MINAR2	hg002_chr5_paternal_1816.1	N	NA
hg002_chr5_paternal_1818	CHSY3	hg002_chr5_paternal_1818.5	N	NA
hg002_chr5_paternal_1829	HINT1	hg002_chr5_paternal_1829.1	N	NA
hg002_chr5_paternal_1830	LYRM7	hg002_chr5_paternal_1830.2	N	NA
hg002_chr5_paternal_1832	CDC42SE2	hg002_chr5_paternal_1832.10	N	NA
hg002_chr5_paternal_1834	RAPGEF6	hg002_chr5_paternal_1834.4	N	NA
hg002_chr5_paternal_1835	FNIP1	hg002_chr5_paternal_1835.3	N	NA
hg002_chr5_paternal_1837	MEIKIN	hg002_chr5_paternal_1837.1	N	NA
hg002_chr5_paternal_1838	ACSL6	hg002_chr5_paternal_1838.1	N	NA
hg002_chr5_paternal_1842	IL3	hg002_chr5_paternal_1842.1	N	NA
hg002_chr5_paternal_1843	CSF2	hg002_chr5_paternal_1843.1	N	NA
hg002_chr5_paternal_1845	P4HA2	hg002_chr5_paternal_1845.2	N	NA
hg002_chr5_paternal_1847	PDLIM4	hg002_chr5_paternal_1847.2	N	NA
hg002_chr5_paternal_1849	SLC22A4	hg002_chr5_paternal_1849.2	N	NA
hg002_chr5_paternal_1852	SLC22A5	hg002_chr5_paternal_1852.5	N	NA
hg002_chr5_paternal_1855	IRF1	hg002_chr5_paternal_1855.3	N	NA
hg002_chr5_paternal_1856	IL5	hg002_chr5_paternal_1856.1	N	NA
hg002_chr5_paternal_1857	RAD50	hg002_chr5_paternal_1857.1	N	NA
hg002_chr5_paternal_1859	IL13	hg002_chr5_paternal_1859.4	N	NA
hg002_chr5_paternal_1860	IL4	hg002_chr5_paternal_1860.1	N	NA
hg002_chr5_paternal_1862	KIF3A	hg002_chr5_paternal_1862.3	N	NA
hg002_chr5_paternal_1863	CCNI2	hg002_chr5_paternal_1863.2	N	NA
hg002_chr5_paternal_1864	SEPTIN8	hg002_chr5_paternal_1864.1	N	NA
hg002_chr5_paternal_1865	SOWAHA	hg002_chr5_paternal_1865.1	N	NA
hg002_chr5_paternal_1866	SHROOM1	hg002_chr5_paternal_1866.2	N	NA
hg002_chr5_paternal_1870	GDF9	hg002_chr5_paternal_1870.5	N	NA
hg002_chr5_paternal_1871	UQCRQ	hg002_chr5_paternal_1871.1	N	NA
hg002_chr5_paternal_1872	LEAP2	hg002_chr5_paternal_1872.1	N	NA
hg002_chr5_paternal_1873	AFF4	hg002_chr5_paternal_1873.2	N	NA
hg002_chr5_paternal_1878	ZCCHC10	hg002_chr5_paternal_1878.1	N	NA
hg002_chr5_paternal_1880	HSPA4	hg002_chr5_paternal_1880.1	N	NA
hg002_chr5_paternal_1883	FSTL4	hg002_chr5_paternal_1883.3	N	NA
hg002_chr5_paternal_1894	C5orf15	hg002_chr5_paternal_1894.1	N	NA
hg002_chr5_paternal_1896	VDAC1	hg002_chr5_paternal_1896.11	N	NA
hg002_chr5_paternal_1898	TCF7	hg002_chr5_paternal_1898.11	N	NA
hg002_chr5_paternal_1899	SKP1	hg002_chr5_paternal_1899.1	N	NA
hg002_chr5_paternal_1900	PPP2CA	hg002_chr5_paternal_1900.3	N	NA
hg002_chr5_paternal_1903	CDKL3	hg002_chr5_paternal_1903.9	N	NA
hg002_chr5_paternal_1904	UBE2B	hg002_chr5_paternal_1904.1	N	NA
hg002_chr5_paternal_1905	CDKN2AIPNL	hg002_chr5_paternal_1905.1	N	NA
hg002_chr5_paternal_1912	JADE2	hg002_chr5_paternal_1912.12	N	NA
hg002_chr5_paternal_1914	SAR1B	hg002_chr5_paternal_1914.4	N	NA
hg002_chr5_paternal_1916	SEC24A	hg002_chr5_paternal_1916.6	N	NA
hg002_chr5_paternal_1920	CAMLG	hg002_chr5_paternal_1920.1	N	NA
hg002_chr5_paternal_1921	DDX46	hg002_chr5_paternal_1921.4	N	NA
hg002_chr5_paternal_1923	C5orf24	hg002_chr5_paternal_1923.3	N	NA
hg002_chr5_paternal_1925	TXNDC15	hg002_chr5_paternal_1925.2	N	NA
hg002_chr5_paternal_1927	PCBD2	hg002_chr5_paternal_1927.1	N	NA
hg002_chr5_paternal_1934	CATSPER3	hg002_chr5_paternal_1934.1	N	NA
hg002_chr5_paternal_1935	PITX1	hg002_chr5_paternal_1935.2	N	NA
hg002_chr5_paternal_1940	MACROH2A1	hg002_chr5_paternal_1940.13	N	NA
hg002_chr5_paternal_1941	DCANP1	hg002_chr5_paternal_1941.1	N	NA
hg002_chr5_paternal_1942	TIFAB	hg002_chr5_paternal_1942.1	N	NA
hg002_chr5_paternal_1944	NEUROG1	hg002_chr5_paternal_1944.1	N	NA
hg002_chr5_paternal_1945	CXCL14	hg002_chr5_paternal_1945.1	N	NA
hg002_chr5_paternal_1946	SLC25A48	hg002_chr5_paternal_1946.15	N	NA
hg002_chr5_paternal_1951	IL9	hg002_chr5_paternal_1951.1	N	NA
hg002_chr5_paternal_1953	LECT2	hg002_chr5_paternal_1953.1	N	NA
hg002_chr5_paternal_1955	TGFBI	hg002_chr5_paternal_1955.1	N	NA
hg002_chr5_paternal_1958	SMAD5	hg002_chr5_paternal_1958.3	N	NA
hg002_chr5_paternal_1959	SMIM32	hg002_chr5_paternal_1959.1	N	NA
hg002_chr5_paternal_1960	TRPC7	hg002_chr5_paternal_1960.4	N	NA
hg002_chr5_paternal_1970	SPOCK1	hg002_chr5_paternal_1970.1	N	NA
hg002_chr5_paternal_1972	KLHL3	hg002_chr5_paternal_1972.3	N	NA
hg002_chr5_paternal_1974	HNRNPA0	hg002_chr5_paternal_1974.1	N	NA
hg002_chr5_paternal_1978	MYOT	hg002_chr5_paternal_1978.3	N	NA
hg002_chr5_paternal_1979	PKD2L2	hg002_chr5_paternal_1979.6	N	NA
hg002_chr5_paternal_1980	FAM13B	hg002_chr5_paternal_1980.11	N	NA
hg002_chr5_paternal_1984	WNT8A	hg002_chr5_paternal_1984.5	N	NA
hg002_chr5_paternal_1985	NME5	hg002_chr5_paternal_1985.1	N	NA
hg002_chr5_paternal_1989	BRD8	hg002_chr5_paternal_1989.1	N	NA
hg002_chr5_paternal_1990	KIF20A	hg002_chr5_paternal_1990.1	N	NA
hg002_chr5_paternal_1991	CDC23	hg002_chr5_paternal_1991.1	N	NA
