haplotype	chr	start	end	strand	gene_id	gene_name	transcript_id	broken	pident
mat	chr12_MATERNAL	110634915	110665728	-	hg002_chr12_maternal_2210	ANAPC7	hg002_chr12_maternal_2210.6	N	NA
mat	chr12_MATERNAL	110696901	110712418	-	hg002_chr12_maternal_2212	ARPC3	hg002_chr12_maternal_2212.1	N	NA
mat	chr12_MATERNAL	110714580	110730807	-	hg002_chr12_maternal_2213	GPN3	hg002_chr12_maternal_2213.2	N	NA
mat	chr12_MATERNAL	110730513	110752468	+	hg002_chr12_maternal_2215	FAM216A	hg002_chr12_maternal_2215.3	N	NA
mat	chr12_MATERNAL	110753166	110764187	-	hg002_chr12_maternal_2217	VPS29	hg002_chr12_maternal_2217.9	N	NA
mat	chr12_MATERNAL	110764407	110795572	+	hg002_chr12_maternal_2220	RAD9B	hg002_chr12_maternal_2220.4	N	NA
mat	chr12_MATERNAL	110795261	110845341	-	hg002_chr12_maternal_2221	PPTC7	hg002_chr12_maternal_2221.1	N	NA
mat	chr12_MATERNAL	110876186	110911488	+	hg002_chr12_maternal_2222	TCTN1	hg002_chr12_maternal_2222.23	N	NA
mat	chr12_MATERNAL	110910744	110967010	-	hg002_chr12_maternal_2224	HVCN1	hg002_chr12_maternal_2224.1	N	NA
mat	chr12_MATERNAL	110970435	111004944	-	hg002_chr12_maternal_2226	PPP1CC	hg002_chr12_maternal_2226.4	N	NA
mat	chr12_MATERNAL	111106623	111171037	+	hg002_chr12_maternal_2228	CCDC63	hg002_chr12_maternal_2228.4	N	NA
mat	chr12_MATERNAL	111174348	111184086	-	hg002_chr12_maternal_2230	MYL2	hg002_chr12_maternal_2230.1	N	NA
mat	chr12_MATERNAL	111297821	111615115	+	hg002_chr12_maternal_2234	CUX2	hg002_chr12_maternal_2234.1	N	NA
mat	chr12_MATERNAL	111625240	111633656	-	hg002_chr12_maternal_2239	PHETA1	hg002_chr12_maternal_2239.4	N	NA
mat	chr12_MATERNAL	111669291	111716184	+	hg002_chr12_maternal_2242	SH2B3	hg002_chr12_maternal_2242.5	N	NA
mat	chr12_MATERNAL	111716775	111864252	-	hg002_chr12_maternal_2244	ATXN2	hg002_chr12_maternal_2244.1	N	NA
mat	chr12_MATERNAL	111906712	111950521	-	hg002_chr12_maternal_2248	BRAP	hg002_chr12_maternal_2248.3	N	NA
mat	chr12_MATERNAL	111950618	112021663	+	hg002_chr12_maternal_2251	ACAD10	hg002_chr12_maternal_2251.2	N	NA
mat	chr12_MATERNAL	112031497	112082095	+	hg002_chr12_maternal_2252	ALDH2	hg002_chr12_maternal_2252.1	N	NA
mat	chr12_MATERNAL	112106791	112166782	+	hg002_chr12_maternal_2255	MAPKAPK5	hg002_chr12_maternal_2255.4	N	NA
mat	chr12_MATERNAL	112157636	112277770	-	hg002_chr12_maternal_2257	TMEM116	hg002_chr12_maternal_2257.21	N	NA
mat	chr12_MATERNAL	112277977	112288000	+	hg002_chr12_maternal_2262	ERP29	hg002_chr12_maternal_2262.2	N	NA
mat	chr12_MATERNAL	112291241	112373332	-	hg002_chr12_maternal_2264	NAA25	hg002_chr12_maternal_2264.3	N	NA
mat	chr12_MATERNAL	112390110	112418154	+	hg002_chr12_maternal_2267	TRAFD1	hg002_chr12_maternal_2267.2	N	NA
mat	chr12_MATERNAL	112424745	112646989	-	hg002_chr12_maternal_2268	HECTD4	hg002_chr12_maternal_2268.2	N	NA
mat	chr12_MATERNAL	112669741	112683396	-	hg002_chr12_maternal_2273	RPL6	hg002_chr12_maternal_2273.8	N	NA
mat	chr12_MATERNAL	112683508	112774480	+	hg002_chr12_maternal_2274	PTPN11	hg002_chr12_maternal_2274.4	N	NA
mat	chr12_MATERNAL	112839806	113163377	+	hg002_chr12_maternal_2277	RPH3A	hg002_chr12_maternal_2277.4	N	NA
mat	chr12_MATERNAL	113171457	113197714	+	hg002_chr12_maternal_2279	OAS1	hg002_chr12_maternal_2279.5	N	NA
mat	chr12_MATERNAL	113202984	113237761	+	hg002_chr12_maternal_2280	OAS3	hg002_chr12_maternal_2280.1	N	NA
mat	chr12_MATERNAL	113243029	113276236	+	hg002_chr12_maternal_2281	OAS2	hg002_chr12_maternal_2281.2	N	NA
mat	chr12_MATERNAL	113321217	113362661	+	hg002_chr12_maternal_2284	DTX1	hg002_chr12_maternal_2284.1	N	NA
mat	chr12_MATERNAL	113363914	113401334	-	hg002_chr12_maternal_2285	RASAL1	hg002_chr12_maternal_2285.7	N	NA
mat	chr12_MATERNAL	113414307	113423859	+	hg002_chr12_maternal_2286	CFAP73	hg002_chr12_maternal_2286.2	N	NA
mat	chr12_MATERNAL	113421758	113450073	-	hg002_chr12_maternal_2287	DDX54	hg002_chr12_maternal_2287.2	N	NA
mat	chr12_MATERNAL	113450317	113456950	+	hg002_chr12_maternal_2289	RITA1	hg002_chr12_maternal_2289.2	N	NA
mat	chr12_MATERNAL	113460028	113485698	-	hg002_chr12_maternal_2290	IQCD	hg002_chr12_maternal_2290.1	N	NA
mat	chr12_MATERNAL	113486068	113562965	+	hg002_chr12_maternal_2291	TPCN1	hg002_chr12_maternal_2291.3	N	NA
mat	chr12_MATERNAL	113563151	113599417	-	hg002_chr12_maternal_2293	SLC8B1	hg002_chr12_maternal_2293.2	N	NA
mat	chr12_MATERNAL	113622882	113655924	+	hg002_chr12_maternal_2295	PLBD2	hg002_chr12_maternal_2295.2	N	NA
mat	chr12_MATERNAL	113656740	113668199	-	hg002_chr12_maternal_2296	SDS	hg002_chr12_maternal_2296.1	N	NA
mat	chr12_MATERNAL	113686696	113702580	+	hg002_chr12_maternal_2297	SDSL	hg002_chr12_maternal_2297.1	N	NA
mat	chr12_MATERNAL	113725677	113735515	-	hg002_chr12_maternal_2298	LHX5	hg002_chr12_maternal_2298.1	N	NA
mat	chr12_MATERNAL	114080002	114229641	-	hg002_chr12_maternal_2304	RBM19	hg002_chr12_maternal_2304.5	N	NA
mat	chr12_MATERNAL	114617849	114672390	-	hg002_chr12_maternal_2313	TBX5	hg002_chr12_maternal_2313.1	N	NA
mat	chr12_MATERNAL	114934629	114948538	-	hg002_chr12_maternal_2319	TBX3	hg002_chr12_maternal_2319.1	N	NA
mat	chr12_MATERNAL	116225930	116545157	-	hg002_chr12_maternal_2334	MED13L	hg002_chr12_maternal_2334.6	N	NA
mat	chr12_MATERNAL	116826879	116844062	+	hg002_chr12_maternal_2344	MAP1LC3B2	hg002_chr12_maternal_2344.1	N	NA
mat	chr12_MATERNAL	116977737	117005637	-	hg002_chr12_maternal_2347	SPRING1	hg002_chr12_maternal_2347.4	N	NA
mat	chr12_MATERNAL	117005883	117121188	+	hg002_chr12_maternal_2348	RNFT2	hg002_chr12_maternal_2348.4	N	NA
mat	chr12_MATERNAL	117123676	117148937	-	hg002_chr12_maternal_2351	HRK	hg002_chr12_maternal_2351.1	N	NA
mat	chr12_MATERNAL	117178447	117298631	+	hg002_chr12_maternal_2353	FBXW8	hg002_chr12_maternal_2353.4	N	NA
mat	chr12_MATERNAL	117306407	117366930	-	hg002_chr12_maternal_2355	TESC	hg002_chr12_maternal_2355.3	N	NA
mat	chr12_MATERNAL	117409471	117457941	-	hg002_chr12_maternal_2358	FBXO21	hg002_chr12_maternal_2358.1	N	NA
mat	chr12_MATERNAL	117475607	117629097	-	hg002_chr12_maternal_2359	NOS1	hg002_chr12_maternal_2359.3	N	NA
mat	chr12_MATERNAL	117720459	118240281	-	hg002_chr12_maternal_2361	KSR2	hg002_chr12_maternal_2361.3	N	NA
mat	chr12_MATERNAL	118287999	118313113	+	hg002_chr12_maternal_2364	RFC5	hg002_chr12_maternal_2364.5	N	NA
mat	chr12_MATERNAL	118304314	118333820	-	hg002_chr12_maternal_2365	WSB2	hg002_chr12_maternal_2365.2	N	NA
mat	chr12_MATERNAL	118335254	118375654	-	hg002_chr12_maternal_2367	VSIG10	hg002_chr12_maternal_2367.3	N	NA
mat	chr12_MATERNAL	118407769	118417218	+	hg002_chr12_maternal_2370	PEBP1	hg002_chr12_maternal_2370.1	N	NA
mat	chr12_MATERNAL	118421440	118644574	-	hg002_chr12_maternal_2371	TAOK3	hg002_chr12_maternal_2371.31	N	NA
mat	chr12_MATERNAL	118648222	118689702	+	hg002_chr12_maternal_2374	SUDS3	hg002_chr12_maternal_2374.2	N	NA
mat	chr12_MATERNAL	119253206	119434699	+	hg002_chr12_maternal_2387	SRRM4	hg002_chr12_maternal_2387.1	N	NA
mat	chr12_MATERNAL	119450578	119466387	+	hg002_chr12_maternal_2393	HSPB8	hg002_chr12_maternal_2393.1	N	NA
mat	chr12_MATERNAL	119606689	119812970	+	hg002_chr12_maternal_2400	CCDC60	hg002_chr12_maternal_2400.2	N	NA
mat	chr12_MATERNAL	119865763	119926242	+	hg002_chr12_maternal_2402	TMEM233	hg002_chr12_maternal_2402.4	N	NA
mat	chr12_MATERNAL	119939893	119953557	+	hg002_chr12_maternal_2404	PRKAB1	hg002_chr12_maternal_2404.2	N	NA
mat	chr12_MATERNAL	119957727	120149353	-	hg002_chr12_maternal_2406	CIT	hg002_chr12_maternal_2406.4	N	NA
mat	chr12_MATERNAL	120261063	120366338	+	hg002_chr12_maternal_2410	BICDL1	hg002_chr12_maternal_2410.6	N	NA
mat	chr12_MATERNAL	120366946	120388615	-	hg002_chr12_maternal_2412	RAB35	hg002_chr12_maternal_2412.2	N	NA
mat	chr12_MATERNAL	120399062	120466561	-	hg002_chr12_maternal_2413	GCN1	hg002_chr12_maternal_2413.1	N	NA
mat	chr12_MATERNAL	120468545	120472956	-	hg002_chr12_maternal_2415	RPLP0	hg002_chr12_maternal_2415.1	N	NA
mat	chr12_MATERNAL	120482299	120537563	-	hg002_chr12_maternal_2417	PXN	hg002_chr12_maternal_2417.19	Y	NA
mat	chr12_MATERNAL	120563618	120585120	+	hg002_chr12_maternal_2422	SIRT4	hg002_chr12_maternal_2422.5	N	NA
mat	chr12_MATERNAL	120593986	120599652	-	hg002_chr12_maternal_2425	PLA2G1B	hg002_chr12_maternal_2425.1	N	NA
mat	chr12_MATERNAL	120611535	120641034	-	hg002_chr12_maternal_2426	MSI1	hg002_chr12_maternal_2426.12	N	NA
mat	chr12_MATERNAL	120710801	120713419	+	hg002_chr12_maternal_2428	COX6A1	hg002_chr12_maternal_2428.1	N	NA
mat	chr12_MATERNAL	120717241	120719656	-	hg002_chr12_maternal_2430	TRIAP1	hg002_chr12_maternal_2430.1	N	NA
mat	chr12_MATERNAL	120719716	120737040	+	hg002_chr12_maternal_2431	GATC	hg002_chr12_maternal_2431.1	N	NA
mat	chr12_MATERNAL	120734958	120743706	-	hg002_chr12_maternal_2433	SRSF9	hg002_chr12_maternal_2433.1	N	NA
mat	chr12_MATERNAL	120743800	120772433	+	hg002_chr12_maternal_2434	DYNLL1	hg002_chr12_maternal_2434.3	N	NA
mat	chr12_MATERNAL	120777219	120803102	-	hg002_chr12_maternal_2436	COQ5	hg002_chr12_maternal_2436.1	N	NA
mat	chr12_MATERNAL	120808288	120851505	+	hg002_chr12_maternal_2438	RNF10	hg002_chr12_maternal_2438.9	N	NA
mat	chr12_MATERNAL	120852683	120855320	-	hg002_chr12_maternal_2439	POP5	hg002_chr12_maternal_2439.1	N	NA
mat	chr12_MATERNAL	120914567	120954776	+	hg002_chr12_maternal_2442	CABP1	hg002_chr12_maternal_2442.1	N	NA
mat	chr12_MATERNAL	120961070	120975777	+	hg002_chr12_maternal_2444	MLEC	hg002_chr12_maternal_2444.2	N	NA
mat	chr12_MATERNAL	120984379	120997551	+	hg002_chr12_maternal_2447	UNC119B	hg002_chr12_maternal_2447.1	N	NA
mat	chr12_MATERNAL	120999737	121013884	+	hg002_chr12_maternal_2449	ACADS	hg002_chr12_maternal_2449.1	N	NA
mat	chr12_MATERNAL	121036393	121178159	-	hg002_chr12_maternal_2450	SPPL3	hg002_chr12_maternal_2450.2	N	NA
mat	chr12_MATERNAL	121252972	121277059	+	hg002_chr12_maternal_2456	HNF1A	hg002_chr12_maternal_2456.1	N	NA
mat	chr12_MATERNAL	121275031	121291013	-	hg002_chr12_maternal_2457	C12orf43	hg002_chr12_maternal_2457.4	N	NA
mat	chr12_MATERNAL	121292287	121313779	-	hg002_chr12_maternal_2458	OASL	hg002_chr12_maternal_2458.4	N	NA
mat	chr12_MATERNAL	121408561	121463737	+	hg002_chr12_maternal_2465	P2RX7	hg002_chr12_maternal_2465.1	N	NA
mat	chr12_MATERNAL	121485846	121509756	+	hg002_chr12_maternal_2466	P2RX4	hg002_chr12_maternal_2466.6	N	NA
mat	chr12_MATERNAL	121513342	121574145	-	hg002_chr12_maternal_2467	CAMKK2	hg002_chr12_maternal_2467.12	N	NA
mat	chr12_MATERNAL	121584570	121630590	-	hg002_chr12_maternal_2468	ANAPC5	hg002_chr12_maternal_2468.2	N	NA
mat	chr12_MATERNAL	121676489	121700754	+	hg002_chr12_maternal_2470	RNF34	hg002_chr12_maternal_2470.3	N	NA
mat	chr12_MATERNAL	121684858	121860411	-	hg002_chr12_maternal_2471	KDM2B	hg002_chr12_maternal_2471.38	N	NA
mat	chr12_MATERNAL	121926878	121950781	-	hg002_chr12_maternal_2476	MORN3	hg002_chr12_maternal_2476.1	N	NA
mat	chr12_MATERNAL	121990893	122060667	+	hg002_chr12_maternal_2478	TMEM120B	hg002_chr12_maternal_2478.4	N	NA
mat	chr12_MATERNAL	122056351	122072288	-	hg002_chr12_maternal_2479	RHOF	hg002_chr12_maternal_2479.1	N	NA
mat	chr12_MATERNAL	122068755	122111262	+	hg002_chr12_maternal_2480	SETD1B	hg002_chr12_maternal_2480.3	N	NA
mat	chr12_MATERNAL	122118132	122167228	-	hg002_chr12_maternal_2482	HPD	hg002_chr12_maternal_2482.1	N	NA
mat	chr12_MATERNAL	122167407	122196906	+	hg002_chr12_maternal_2484	PSMD9	hg002_chr12_maternal_2484.2	N	NA
mat	chr12_MATERNAL	122197201	122282564	+	hg002_chr12_maternal_2485	CFAP251	hg002_chr12_maternal_2485.2	N	NA
mat	chr12_MATERNAL	122300529	122340687	+	hg002_chr12_maternal_2487	BCL7A	hg002_chr12_maternal_2487.1	N	NA
mat	chr12_MATERNAL	122357436	122425998	+	hg002_chr12_maternal_2489	MLXIP	hg002_chr12_maternal_2489.4	N	NA
mat	chr12_MATERNAL	122446381	122482144	+	hg002_chr12_maternal_2490	LRRC43	hg002_chr12_maternal_2490.9	N	NA
mat	chr12_MATERNAL	122450691	122452883	-	hg002_chr12_maternal_2491	IL31	hg002_chr12_maternal_2491.1	N	NA
mat	chr12_MATERNAL	122482382	122487625	+	hg002_chr12_maternal_2492	B3GNT4	hg002_chr12_maternal_2492.3	N	NA
mat	chr12_MATERNAL	122486335	122506126	-	hg002_chr12_maternal_2493	DIABLO	hg002_chr12_maternal_2493.6	N	NA
mat	chr12_MATERNAL	122508234	122545168	-	hg002_chr12_maternal_2495	VPS33A	hg002_chr12_maternal_2495.4	N	NA
mat	chr12_MATERNAL	122550143	122701625	-	hg002_chr12_maternal_2496	CLIP1	hg002_chr12_maternal_2496.22	N	NA
mat	chr12_MATERNAL	122750193	122779514	-	hg002_chr12_maternal_2500	ZCCHC8	hg002_chr12_maternal_2500.6	N	NA
mat	chr12_MATERNAL	122782030	122805171	-	hg002_chr12_maternal_2501	RSRC2	hg002_chr12_maternal_2501.12	N	NA
mat	chr12_MATERNAL	122805484	122904590	+	hg002_chr12_maternal_2502	KNTC1	hg002_chr12_maternal_2502.10	N	NA
mat	chr12_MATERNAL	122979381	122981445	-	hg002_chr12_maternal_2505	HCAR2	hg002_chr12_maternal_2505.1	N	NA
mat	chr12_MATERNAL	122992772	122994827	-	hg002_chr12_maternal_2507	HCAR3	hg002_chr12_maternal_2507.1	N	NA
mat	chr12_MATERNAL	123004085	123008854	-	hg002_chr12_maternal_2508	HCAR1	hg002_chr12_maternal_2508.1	N	NA
mat	chr12_MATERNAL	123030855	123049096	+	hg002_chr12_maternal_2509	DENR	hg002_chr12_maternal_2509.1	N	NA
mat	chr12_MATERNAL	123052608	123105626	+	hg002_chr12_maternal_2510	CCDC62	hg002_chr12_maternal_2510.4	N	NA
mat	chr12_MATERNAL	123112835	123140861	+	hg002_chr12_maternal_2512	HIP1R	hg002_chr12_maternal_2512.4	N	NA
mat	chr12_MATERNAL	123143230	123174004	-	hg002_chr12_maternal_2514	VPS37B	hg002_chr12_maternal_2514.4	N	NA
mat	chr12_MATERNAL	123197788	123254283	-	hg002_chr12_maternal_2515	ABCB9	hg002_chr12_maternal_2515.14	N	NA
mat	chr12_MATERNAL	123253895	123259207	+	hg002_chr12_maternal_2516	OGFOD2	hg002_chr12_maternal_2516.7	N	NA
mat	chr12_MATERNAL	123259398	123262074	+	hg002_chr12_maternal_2517	ARL6IP4	hg002_chr12_maternal_2517.27	N	NA
mat	chr12_MATERNAL	123262645	123430986	-	hg002_chr12_maternal_2518	PITPNM2	hg002_chr12_maternal_2518.15	N	NA
mat	chr12_MATERNAL	123431462	123523106	-	hg002_chr12_maternal_2521	MPHOSPH9	hg002_chr12_maternal_2521.19	N	NA
mat	chr12_MATERNAL	123512024	123537043	+	hg002_chr12_maternal_2522	MTRFR	hg002_chr12_maternal_2522.2	N	NA
mat	chr12_MATERNAL	123540050	123551297	-	hg002_chr12_maternal_2523	CDK2AP1	hg002_chr12_maternal_2523.4	N	NA
mat	chr12_MATERNAL	123568181	123643856	-	hg002_chr12_maternal_2525	SBNO1	hg002_chr12_maternal_2525.1	N	NA
mat	chr12_MATERNAL	123663158	123688435	+	hg002_chr12_maternal_2528	KMT5A	hg002_chr12_maternal_2528.4	N	NA
mat	chr12_MATERNAL	123688388	123715762	-	hg002_chr12_maternal_2529	RILPL2	hg002_chr12_maternal_2529.3	N	NA
mat	chr12_MATERNAL	123739614	123754633	+	hg002_chr12_maternal_2532	SNRNP35	hg002_chr12_maternal_2532.1	N	NA
mat	chr12_MATERNAL	123751534	123815150	-	hg002_chr12_maternal_2533	RILPL1	hg002_chr12_maternal_2533.4	N	NA
mat	chr12_MATERNAL	123866037	123880065	+	hg002_chr12_maternal_2537	TMED2	hg002_chr12_maternal_2537.2	N	NA
mat	chr12_MATERNAL	123883573	123902362	+	hg002_chr12_maternal_2538	DDX55	hg002_chr12_maternal_2538.15	N	NA
mat	chr12_MATERNAL	123901857	123915106	-	hg002_chr12_maternal_2541	EIF2B1	hg002_chr12_maternal_2541.1	N	NA
mat	chr12_MATERNAL	123915249	123944030	+	hg002_chr12_maternal_2542	GTF2H3	hg002_chr12_maternal_2542.4	N	NA
mat	chr12_MATERNAL	123952559	123989843	+	hg002_chr12_maternal_2543	TCTN2	hg002_chr12_maternal_2543.2	N	NA
mat	chr12_MATERNAL	123993812	124043212	+	hg002_chr12_maternal_2544	ATP6V0A2	hg002_chr12_maternal_2544.1	N	NA
mat	chr12_MATERNAL	124043758	124218774	+	hg002_chr12_maternal_2547	DNAH10	hg002_chr12_maternal_2547.2	N	NA
mat	chr12_MATERNAL	124218680	124255885	-	hg002_chr12_maternal_2550	CCDC92	hg002_chr12_maternal_2550.16	N	NA
mat	chr12_MATERNAL	124256269	124298522	+	hg002_chr12_maternal_2551	ZNF664	hg002_chr12_maternal_2551.2	N	NA
mat	chr12_MATERNAL	124572709	124599536	+	hg002_chr12_maternal_2553	RFLNA	hg002_chr12_maternal_2553.2	N	NA
mat	chr12_MATERNAL	124607800	124852462	-	hg002_chr12_maternal_2554	NCOR2	hg002_chr12_maternal_2554.3	N	NA
mat	chr12_MATERNAL	125061731	125149007	-	hg002_chr12_maternal_2560	SCARB1	hg002_chr12_maternal_2560.12	N	NA
mat	chr12_MATERNAL	125196845	125199849	-	hg002_chr12_maternal_2564	UBC	hg002_chr12_maternal_2564.1	N	NA
mat	chr12_MATERNAL	125232033	125274239	-	hg002_chr12_maternal_2572	DHX37	hg002_chr12_maternal_2572.1	N	NA
mat	chr12_MATERNAL	125278755	125338880	+	hg002_chr12_maternal_2573	BRI3BP	hg002_chr12_maternal_2573.1	N	NA
mat	chr12_MATERNAL	125353142	125431087	+	hg002_chr12_maternal_2577	AACS	hg002_chr12_maternal_2577.6	N	NA
mat	chr12_MATERNAL	125474145	125950252	+	hg002_chr12_maternal_2579	TMEM132B	hg002_chr12_maternal_2579.2	N	NA
mat	chr12_MATERNAL	128563429	129005308	+	hg002_chr12_maternal_2640	TMEM132C	hg002_chr12_maternal_2640.2	N	NA
mat	chr12_MATERNAL	129090758	129121510	-	hg002_chr12_maternal_2643	SLC15A4	hg002_chr12_maternal_2643.2	N	NA
mat	chr12_MATERNAL	129150592	129281972	+	hg002_chr12_maternal_2647	GLT1D1	hg002_chr12_maternal_2647.7	N	NA
mat	chr12_MATERNAL	129368593	130202245	-	hg002_chr12_maternal_2652	TMEM132D	hg002_chr12_maternal_2652.1	N	NA
mat	chr12_MATERNAL	130461405	130464680	+	hg002_chr12_maternal_2666	FZD10	hg002_chr12_maternal_2666.1	N	NA
mat	chr12_MATERNAL	130636869	130725743	+	hg002_chr12_maternal_2670	PIWIL1	hg002_chr12_maternal_2670.2	N	NA
mat	chr12_MATERNAL	130695655	131017923	-	hg002_chr12_maternal_2671	RIMBP2	hg002_chr12_maternal_2671.28	N	NA
mat	chr12_MATERNAL	131091815	131141484	-	hg002_chr12_maternal_2673	STX2	hg002_chr12_maternal_2673.7	N	NA
mat	chr12_MATERNAL	131174235	131179847	+	hg002_chr12_maternal_2677	RAN	hg002_chr12_maternal_2677.3	N	NA
mat	chr12_MATERNAL	131256233	131444164	+	hg002_chr12_maternal_2678	ADGRD1	hg002_chr12_maternal_2678.8	N	NA
mat	chr12_MATERNAL	132017127	132105846	+	hg002_chr12_maternal_2705	SFSWAP	hg002_chr12_maternal_2705.3	N	NA
mat	chr12_MATERNAL	132134421	132157770	+	hg002_chr12_maternal_2709	MMP17	hg002_chr12_maternal_2709.7	N	NA
mat	chr12_MATERNAL	132201347	132231852	+	hg002_chr12_maternal_2712	ULK1	hg002_chr12_maternal_2712.2	N	NA
mat	chr12_MATERNAL	132238075	132254615	+	hg002_chr12_maternal_2714	PUS1	hg002_chr12_maternal_2714.5	N	NA
mat	chr12_MATERNAL	132258662	132389758	+	hg002_chr12_maternal_2715	EP400	hg002_chr12_maternal_2715.1	N	NA
mat	chr12_MATERNAL	132446551	132454276	-	hg002_chr12_maternal_2719	DDX51	hg002_chr12_maternal_2719.1	N	NA
mat	chr12_MATERNAL	132454414	132461154	+	hg002_chr12_maternal_2720	NOC4L	hg002_chr12_maternal_2720.2	N	NA
mat	chr12_MATERNAL	132506033	132642203	-	hg002_chr12_maternal_2722	GALNT9	hg002_chr12_maternal_2722.2	N	NA
mat	chr12_MATERNAL	132801413	132896393	+	hg002_chr12_maternal_2730	FBRSL1	hg002_chr12_maternal_2730.15	N	NA
mat	chr12_MATERNAL	132914580	132921981	-	hg002_chr12_maternal_2735	LRCOL1	hg002_chr12_maternal_2735.6	N	NA
mat	chr12_MATERNAL	132930179	132933730	+	hg002_chr12_maternal_2736	P2RX2	hg002_chr12_maternal_2736.13	N	NA
mat	chr12_MATERNAL	132935104	132998742	-	hg002_chr12_maternal_2737	POLE	hg002_chr12_maternal_2737.1	N	NA
mat	chr12_MATERNAL	132998987	133015036	+	hg002_chr12_maternal_2738	PXMP2	hg002_chr12_maternal_2738.1	N	NA
mat	chr12_MATERNAL	133020933	133033218	+	hg002_chr12_maternal_2740	PGAM5	hg002_chr12_maternal_2740.2	N	NA
mat	chr12_MATERNAL	133035987	133074111	-	hg002_chr12_maternal_2742	ANKLE2	hg002_chr12_maternal_2742.3	N	NA
mat	chr12_MATERNAL	133081197	133141152	-	hg002_chr12_maternal_2744	GOLGA3	hg002_chr12_maternal_2744.14	N	NA
mat	chr12_MATERNAL	133144414	133199743	-	hg002_chr12_maternal_2746	CHFR	hg002_chr12_maternal_2746.1	N	NA
mat	chr12_MATERNAL	133230368	133269921	-	hg002_chr12_maternal_2751	ZNF605	hg002_chr12_maternal_2751.2	N	NA
mat	chr12_MATERNAL	133299946	133340679	+	hg002_chr12_maternal_2754	ZNF26	hg002_chr12_maternal_2754.5	N	NA
mat	chr12_MATERNAL	133351088	133376847	+	hg002_chr12_maternal_2758	ZNF84	hg002_chr12_maternal_2758.6	N	NA
mat	chr12_MATERNAL	133393978	133420987	+	hg002_chr12_maternal_2759	ZNF140	hg002_chr12_maternal_2759.6	N	NA
mat	chr12_MATERNAL	133418338	133443832	-	hg002_chr12_maternal_2760	ZNF891	hg002_chr12_maternal_2760.1	N	NA
mat	chr12_MATERNAL	133444185	133473024	+	hg002_chr12_maternal_2762	ZNF10	hg002_chr12_maternal_2762.1	N	NA
mat	chr12_MATERNAL	133495051	133528319	+	hg002_chr12_maternal_2763	ZNF268	hg002_chr12_maternal_2763.8	N	NA
mat	chr12_MATERNAL	133531802	133549393	-	hg002_chr12_maternal_2764	ANHX	hg002_chr12_maternal_2764.3	N	NA
mat	chr2_MATERNAL	31275	38966	-	hg002_chr2_maternal_1	FAM110C	hg002_chr2_maternal_1.1	N	NA
mat	chr2_MATERNAL	219442	265947	-	hg002_chr2_maternal_3	SH3YL1	hg002_chr2_maternal_3.6	N	NA
mat	chr2_MATERNAL	266070	279410	+	hg002_chr2_maternal_4	ACP1	hg002_chr2_maternal_4.2	N	NA
mat	chr2_MATERNAL	280685	289216	-	hg002_chr2_maternal_5	ALKAL2	hg002_chr2_maternal_5.1	N	NA
mat	chr2_MATERNAL	664920	678615	-	hg002_chr2_maternal_16	TMEM18	hg002_chr2_maternal_16.3	N	NA
mat	chr2_MATERNAL	953205	1367666	+	hg002_chr2_maternal_24	SNTG2	hg002_chr2_maternal_24.2	N	NA
mat	chr2_MATERNAL	1374099	1544414	+	hg002_chr2_maternal_27	TPO	hg002_chr2_maternal_27.11	N	NA
mat	chr2_MATERNAL	1633028	1746154	-	hg002_chr2_maternal_31	PXDN	hg002_chr2_maternal_31.2	N	NA
mat	chr2_MATERNAL	1790353	2334865	-	hg002_chr2_maternal_34	MYT1L	hg002_chr2_maternal_34.14	N	NA
mat	chr2_MATERNAL	3203781	3393959	-	hg002_chr2_maternal_45	EIPR1	hg002_chr2_maternal_45.6	N	NA
mat	chr2_MATERNAL	3395835	3496752	+	hg002_chr2_maternal_46	TRAPPC12	hg002_chr2_maternal_46.13	N	NA
mat	chr2_MATERNAL	3514517	3536675	-	hg002_chr2_maternal_49	ADI1	hg002_chr2_maternal_49.2	N	NA
mat	chr2_MATERNAL	3539499	3575869	-	hg002_chr2_maternal_51	RNASEH1	hg002_chr2_maternal_51.30	N	NA
mat	chr2_MATERNAL	3592794	3598454	+	hg002_chr2_maternal_54	RPS7	hg002_chr2_maternal_54.1	N	NA
mat	chr2_MATERNAL	3612752	3662427	+	hg002_chr2_maternal_55	COLEC11	hg002_chr2_maternal_55.4	N	NA
mat	chr2_MATERNAL	3663602	3720492	+	hg002_chr2_maternal_57	ALLC	hg002_chr2_maternal_57.2	N	NA
mat	chr2_MATERNAL	3721396	3867138	+	hg002_chr2_maternal_60	DCDC2C	hg002_chr2_maternal_60.10	N	NA
mat	chr2_MATERNAL	5708272	5717272	+	hg002_chr2_maternal_79	SOX11	hg002_chr2_maternal_79.1	N	NA
mat	chr2_MATERNAL	6854594	6880659	-	hg002_chr2_maternal_97	CMPK2	hg002_chr2_maternal_97.2	N	NA
mat	chr2_MATERNAL	6879909	6912266	+	hg002_chr2_maternal_98	RSAD2	hg002_chr2_maternal_98.2	N	NA
mat	chr2_MATERNAL	6931446	7090483	+	hg002_chr2_maternal_100	RNF144A	hg002_chr2_maternal_100.2	N	NA
mat	chr2_MATERNAL	8698838	8701243	+	hg002_chr2_maternal_126	ID2	hg002_chr2_maternal_126.1	N	NA
