gene_id	gene_name	transcript_id	broken	pident
hg002_chr12_maternal_973	LMBR1L	hg002_chr12_maternal_973.15	N	NA
hg002_chr12_maternal_974	TUBA1B	hg002_chr12_maternal_974.1	N	NA
hg002_chr12_maternal_976	TUBA1A	hg002_chr12_maternal_976.3	N	NA
hg002_chr12_maternal_977	TUBA1C	hg002_chr12_maternal_977.5	N	NA
hg002_chr12_maternal_979	PRPH	hg002_chr12_maternal_979.1	N	NA
hg002_chr12_maternal_980	TROAP	hg002_chr12_maternal_980.5	N	NA
hg002_chr12_maternal_981	C1QL4	hg002_chr12_maternal_981.1	N	NA
hg002_chr12_maternal_982	DNAJC22	hg002_chr12_maternal_982.1	N	NA
hg002_chr12_maternal_983	SPATS2	hg002_chr12_maternal_983.14	N	NA
hg002_chr12_maternal_985	KCNH3	hg002_chr12_maternal_985.3	N	NA
hg002_chr12_maternal_987	MCRS1	hg002_chr12_maternal_987.2	N	NA
hg002_chr12_maternal_988	FAM186B	hg002_chr12_maternal_988.7	N	NA
hg002_chr12_maternal_993	PRPF40B	hg002_chr12_maternal_993.4	N	NA
hg002_chr12_maternal_994	FMNL3	hg002_chr12_maternal_994.2	N	NA
hg002_chr12_maternal_997	TMBIM6	hg002_chr12_maternal_997.1	N	NA
hg002_chr12_maternal_999	NCKAP5L	hg002_chr12_maternal_999.1	N	NA
hg002_chr12_maternal_1002	BCDIN3D	hg002_chr12_maternal_1002.1	N	NA
hg002_chr12_maternal_1004	FAIM2	hg002_chr12_maternal_1004.2	N	NA
hg002_chr12_maternal_1009	AQP2	hg002_chr12_maternal_1009.1	N	NA
hg002_chr12_maternal_1011	AQP5	hg002_chr12_maternal_1011.1	N	NA
hg002_chr12_maternal_1013	AQP6	hg002_chr12_maternal_1013.1	N	NA
hg002_chr12_maternal_1014	RACGAP1	hg002_chr12_maternal_1014.15	N	NA
hg002_chr12_maternal_1015	ASIC1	hg002_chr12_maternal_1015.1	N	NA
hg002_chr12_maternal_1016	SMARCD1	hg002_chr12_maternal_1016.8	N	NA
hg002_chr12_maternal_1017	GPD1	hg002_chr12_maternal_1017.2	N	NA
hg002_chr12_maternal_1018	COX14	hg002_chr12_maternal_1018.3	N	NA
hg002_chr12_maternal_1019	CERS5	hg002_chr12_maternal_1019.12	N	NA
hg002_chr12_maternal_1021	LIMA1	hg002_chr12_maternal_1021.13	N	NA
hg002_chr12_maternal_1026	FAM186A	hg002_chr12_maternal_1026.1	N	NA
hg002_chr12_maternal_1028	LARP4	hg002_chr12_maternal_1028.20	N	NA
hg002_chr12_maternal_1031	DIP2B	hg002_chr12_maternal_1031.1	N	NA
hg002_chr12_maternal_1035	ATF1	hg002_chr12_maternal_1035.2	N	NA
hg002_chr12_maternal_1037	TMPRSS12	hg002_chr12_maternal_1037.1	N	NA
hg002_chr12_maternal_1038	METTL7A	hg002_chr12_maternal_1038.1	NA	NA
hg002_chr12_maternal_1039	HIGD1C	hg002_chr12_maternal_1039.3	N	NA
hg002_chr12_maternal_1040	SLC11A2	hg002_chr12_maternal_1040.21	N	NA
hg002_chr12_maternal_1044	LETMD1	hg002_chr12_maternal_1044.12	N	NA
hg002_chr12_maternal_1045	CSRNP2	hg002_chr12_maternal_1045.13	N	NA
hg002_chr12_maternal_1046	TFCP2	hg002_chr12_maternal_1046.1	N	NA
hg002_chr12_maternal_1051	POU6F1	hg002_chr12_maternal_1051.10	N	NA
hg002_chr12_maternal_1052	DAZAP2	hg002_chr12_maternal_1052.5	N	NA
hg002_chr12_maternal_1053	SMAGP	hg002_chr12_maternal_1053.1	N	NA
hg002_chr12_maternal_1054	BIN2	hg002_chr12_maternal_1054.7	N	NA
hg002_chr12_maternal_1056	CELA1	hg002_chr12_maternal_1056.1	N	NA
hg002_chr12_maternal_1057	GALNT6	hg002_chr12_maternal_1057.1	N	NA
hg002_chr12_maternal_1058	SLC4A8	hg002_chr12_maternal_1058.10	N	NA
hg002_chr12_maternal_1060	SCN8A	hg002_chr12_maternal_1060.2	N	NA
hg002_chr12_maternal_1062	TMDD1	hg002_chr12_maternal_1062.1	N	NA
hg002_chr12_maternal_1063	FIGNL2	hg002_chr12_maternal_1063.4	N	NA
hg002_chr12_maternal_1065	ANKRD33	hg002_chr12_maternal_1065.6	N	NA
hg002_chr12_maternal_1067	ACVRL1	hg002_chr12_maternal_1067.3	N	NA
hg002_chr12_maternal_1068	ACVR1B	hg002_chr12_maternal_1068.4	N	NA
hg002_chr12_maternal_1071	TAMALIN	hg002_chr12_maternal_1071.1	N	NA
hg002_chr12_maternal_1073	NR4A1	hg002_chr12_maternal_1073.11	N	NA
hg002_chr12_maternal_1076	ATG101	hg002_chr12_maternal_1076.3	N	NA
hg002_chr12_maternal_1077	SMIM41	hg002_chr12_maternal_1077.1	N	NA
hg002_chr12_maternal_1080	KRT80	hg002_chr12_maternal_1080.3	N	NA
hg002_chr12_maternal_1084	KRT7	hg002_chr12_maternal_1084.2	N	NA
hg002_chr12_maternal_1088	KRT86	hg002_chr12_maternal_1088.1	N	NA
hg002_chr12_maternal_1089	KRT81	hg002_chr12_maternal_1089.1	N	NA
hg002_chr12_maternal_1091	KRT83	hg002_chr12_maternal_1091.1	N	NA
hg002_chr12_maternal_1093	KRT85	hg002_chr12_maternal_1093.2	N	NA
hg002_chr12_maternal_1094	KRT84	hg002_chr12_maternal_1094.1	N	NA
hg002_chr12_maternal_1095	KRT82	hg002_chr12_maternal_1095.1	N	NA
hg002_chr12_maternal_1097	KRT75	hg002_chr12_maternal_1097.1	N	NA
hg002_chr12_maternal_1098	KRT6B	hg002_chr12_maternal_1098.1	N	NA
hg002_chr12_maternal_1099	KRT6C	hg002_chr12_maternal_1099.1	N	NA
hg002_chr12_maternal_1100	KRT6A	hg002_chr12_maternal_1100.1	N	NA
hg002_chr12_maternal_1101	KRT5	hg002_chr12_maternal_1101.1	N	NA
hg002_chr12_maternal_1102	KRT71	hg002_chr12_maternal_1102.1	N	NA
hg002_chr12_maternal_1103	KRT74	hg002_chr12_maternal_1103.1	N	NA
hg002_chr12_maternal_1104	KRT72	hg002_chr12_maternal_1104.4	N	NA
hg002_chr12_maternal_1105	KRT73	hg002_chr12_maternal_1105.1	N	NA
hg002_chr12_maternal_1108	KRT2	hg002_chr12_maternal_1108.1	N	NA
hg002_chr12_maternal_1109	KRT1	hg002_chr12_maternal_1109.1	N	NA
hg002_chr12_maternal_1110	KRT77	hg002_chr12_maternal_1110.2	N	NA
hg002_chr12_maternal_1117	KRT76	hg002_chr12_maternal_1117.1	N	NA
hg002_chr12_maternal_1118	KRT3	hg002_chr12_maternal_1118.1	N	NA
hg002_chr12_maternal_1119	KRT4	hg002_chr12_maternal_1119.1	N	NA
hg002_chr12_maternal_1120	KRT79	hg002_chr12_maternal_1120.1	N	NA
hg002_chr12_maternal_1121	KRT78	hg002_chr12_maternal_1121.2	N	NA
hg002_chr12_maternal_1123	KRT8	hg002_chr12_maternal_1123.1	N	NA
hg002_chr12_maternal_1125	KRT18	hg002_chr12_maternal_1125.2	N	NA
hg002_chr12_maternal_1126	EIF4B	hg002_chr12_maternal_1126.3	N	NA
hg002_chr12_maternal_1128	TNS2	hg002_chr12_maternal_1128.8	N	NA
hg002_chr12_maternal_1130	SPRYD3	hg002_chr12_maternal_1130.1	N	NA
hg002_chr12_maternal_1131	IGFBP6	hg002_chr12_maternal_1131.2	N	NA
hg002_chr12_maternal_1132	SOAT2	hg002_chr12_maternal_1132.4	N	NA
hg002_chr12_maternal_1138	CSAD	hg002_chr12_maternal_1138.14	N	NA
hg002_chr12_maternal_1139	ZNF740	hg002_chr12_maternal_1139.1	N	NA
hg002_chr12_maternal_1140	ITGB7	hg002_chr12_maternal_1140.1	N	NA
hg002_chr12_maternal_1141	RARG	hg002_chr12_maternal_1141.3	N	NA
hg002_chr12_maternal_1142	LOC122455340	hg002_chr12_maternal_1142.1	N	NA
hg002_chr12_maternal_1143	MFSD5	hg002_chr12_maternal_1143.3	N	NA
hg002_chr12_maternal_1144	ESPL1	hg002_chr12_maternal_1144.2	N	NA
hg002_chr12_maternal_1145	PFDN5	hg002_chr12_maternal_1145.1	N	NA
hg002_chr12_maternal_1146	MYG1	hg002_chr12_maternal_1146.1	N	NA
hg002_chr12_maternal_1147	AAAS	hg002_chr12_maternal_1147.2	N	NA
hg002_chr12_maternal_1148	SP7	hg002_chr12_maternal_1148.2	N	NA
hg002_chr12_maternal_1149	SP1	hg002_chr12_maternal_1149.2	N	NA
hg002_chr12_maternal_1150	AMHR2	hg002_chr12_maternal_1150.14	N	NA
hg002_chr12_maternal_1151	PRR13	hg002_chr12_maternal_1151.2	N	NA
hg002_chr12_maternal_1152	PCBP2	hg002_chr12_maternal_1152.7	N	NA
hg002_chr12_maternal_1154	MAP3K12	hg002_chr12_maternal_1154.5	N	NA
hg002_chr12_maternal_1155	TARBP2	hg002_chr12_maternal_1155.3	N	NA
hg002_chr12_maternal_1156	NPFF	hg002_chr12_maternal_1156.2	N	NA
hg002_chr12_maternal_1158	ATF7	hg002_chr12_maternal_1158.7	N	NA
hg002_chr12_maternal_1164	ATP5MC2	hg002_chr12_maternal_1164.6	N	NA
hg002_chr12_maternal_1165	CALCOCO1	hg002_chr12_maternal_1165.2	N	NA
hg002_chr12_maternal_1172	HOXC13	hg002_chr12_maternal_1172.1	N	NA
hg002_chr12_maternal_1174	HOXC12	hg002_chr12_maternal_1174.1	N	NA
hg002_chr12_maternal_1176	HOXC11	hg002_chr12_maternal_1176.1	N	NA
hg002_chr12_maternal_1178	HOXC10	hg002_chr12_maternal_1178.1	N	NA
hg002_chr12_maternal_1182	HOXC9	hg002_chr12_maternal_1182.1	N	NA
hg002_chr12_maternal_1183	HOXC8	hg002_chr12_maternal_1183.1	N	NA
hg002_chr12_maternal_1185	HOXC6	hg002_chr12_maternal_1185.2	N	NA
hg002_chr12_maternal_1186	HOXC5	hg002_chr12_maternal_1186.2	N	NA
hg002_chr12_maternal_1187	HOXC4	hg002_chr12_maternal_1187.2	N	NA
hg002_chr12_maternal_1195	SMUG1	hg002_chr12_maternal_1195.4	N	NA
hg002_chr12_maternal_1198	CBX5	hg002_chr12_maternal_1198.1	N	NA
hg002_chr12_maternal_1202	HNRNPA1	hg002_chr12_maternal_1202.2	N	NA
hg002_chr12_maternal_1203	NFE2	hg002_chr12_maternal_1203.4	N	NA
hg002_chr12_maternal_1205	COPZ1	hg002_chr12_maternal_1205.4	N	NA
hg002_chr12_maternal_1208	GPR84	hg002_chr12_maternal_1208.2	N	NA
hg002_chr12_maternal_1210	ZNF385A	hg002_chr12_maternal_1210.2	N	NA
hg002_chr12_maternal_1211	ITGA5	hg002_chr12_maternal_1211.2	N	NA
hg002_chr12_maternal_1212	GTSF1	hg002_chr12_maternal_1212.2	N	NA
hg002_chr12_maternal_1213	NCKAP1L	hg002_chr12_maternal_1213.1	N	NA
hg002_chr12_maternal_1214	PDE1B	hg002_chr12_maternal_1214.1	N	NA
hg002_chr12_maternal_1215	PPP1R1A	hg002_chr12_maternal_1215.1	N	NA
hg002_chr12_maternal_1217	LACRT	hg002_chr12_maternal_1217.1	N	NA
hg002_chr12_maternal_1218	DCD	hg002_chr12_maternal_1218.2	N	NA
hg002_chr12_maternal_1220	MUCL1	hg002_chr12_maternal_1220.2	N	NA
hg002_chr12_maternal_1222	TESPA1	hg002_chr12_maternal_1222.4	N	NA
hg002_chr12_maternal_1224	NEUROD4	hg002_chr12_maternal_1224.1	N	NA
hg002_chr12_maternal_1228	OR9K2	hg002_chr12_maternal_1228.1	N	NA
hg002_chr12_maternal_1231	OR10A7	hg002_chr12_maternal_1231.1	N	NA
hg002_chr12_maternal_1232	OR6C74	hg002_chr12_maternal_1232.1	Y	73.3974358974359
hg002_chr12_maternal_1235	OR6C6	hg002_chr12_maternal_1235.1	N	NA
hg002_chr12_maternal_1237	OR6C1	hg002_chr12_maternal_1237.1	Y	NA
hg002_chr12_maternal_1238	OR6C3	hg002_chr12_maternal_1238.2	N	NA
hg002_chr12_maternal_1240	OR6C75	hg002_chr12_maternal_1240.1	N	NA
hg002_chr12_maternal_1244	OR6C65	hg002_chr12_maternal_1244.1	N	NA
hg002_chr12_maternal_1246	OR6C76	hg002_chr12_maternal_1246.1	N	NA
hg002_chr12_maternal_1248	OR6C2	hg002_chr12_maternal_1248.1	N	NA
hg002_chr12_maternal_1249	OR6C70	hg002_chr12_maternal_1249.1	N	NA
hg002_chr12_maternal_1250	OR6C68	hg002_chr12_maternal_1250.1	N	NA
hg002_chr12_maternal_1252	OR6C4	hg002_chr12_maternal_1252.1	N	NA
hg002_chr12_maternal_1253	OR2AP1	hg002_chr12_maternal_1253.1	N	NA
hg002_chr12_maternal_1256	OR10P1	hg002_chr12_maternal_1256.1	N	NA
hg002_chr12_maternal_1259	METTL7B	hg002_chr12_maternal_1259.1	NA	NA
hg002_chr12_maternal_1260	ITGA7	hg002_chr12_maternal_1260.5	N	NA
hg002_chr12_maternal_1262	BLOC1S1	hg002_chr12_maternal_1262.1	N	NA
hg002_chr12_maternal_1263	RDH5	hg002_chr12_maternal_1263.2	N	NA
hg002_chr12_maternal_1264	CD63	hg002_chr12_maternal_1264.6	N	NA
hg002_chr12_maternal_1266	GDF11	hg002_chr12_maternal_1266.2	N	NA
hg002_chr12_maternal_1267	SARNP	hg002_chr12_maternal_1267.3	N	NA
hg002_chr12_maternal_1268	ORMDL2	hg002_chr12_maternal_1268.1	N	NA
hg002_chr12_maternal_1269	DNAJC14	hg002_chr12_maternal_1269.3	N	NA
hg002_chr12_maternal_1271	MMP19	hg002_chr12_maternal_1271.3	N	NA
hg002_chr12_maternal_1276	PYM1	hg002_chr12_maternal_1276.2	N	NA
hg002_chr12_maternal_1278	DGKA	hg002_chr12_maternal_1278.1	N	NA
hg002_chr12_maternal_1279	PMEL	hg002_chr12_maternal_1279.1	N	NA
hg002_chr12_maternal_1280	CDK2	hg002_chr12_maternal_1280.2	N	NA
hg002_chr12_maternal_1281	RAB5B	hg002_chr12_maternal_1281.3	N	NA
hg002_chr12_maternal_1283	SUOX	hg002_chr12_maternal_1283.2	N	NA
hg002_chr12_maternal_1284	IKZF4	hg002_chr12_maternal_1284.20	N	NA
hg002_chr12_maternal_1286	RPS26	hg002_chr12_maternal_1286.1	N	NA
hg002_chr12_maternal_1287	ERBB3	hg002_chr12_maternal_1287.2	N	NA
hg002_chr12_maternal_1289	PA2G4	hg002_chr12_maternal_1289.1	N	NA
hg002_chr12_maternal_1290	RPL41	hg002_chr12_maternal_1290.1	N	NA
hg002_chr12_maternal_1291	ZC3H10	hg002_chr12_maternal_1291.2	N	NA
hg002_chr12_maternal_1292	ESYT1	hg002_chr12_maternal_1292.2	N	NA
hg002_chr12_maternal_1295	MYL6B	hg002_chr12_maternal_1295.2	N	NA
hg002_chr12_maternal_1296	MYL6	hg002_chr12_maternal_1296.1	N	NA
hg002_chr12_maternal_1297	SMARCC2	hg002_chr12_maternal_1297.8	N	NA
hg002_chr12_maternal_1300	RNF41	hg002_chr12_maternal_1300.2	N	NA
hg002_chr12_maternal_1301	NABP2	hg002_chr12_maternal_1301.4	N	NA
hg002_chr12_maternal_1302	SLC39A5	hg002_chr12_maternal_1302.4	N	NA
hg002_chr12_maternal_1303	ANKRD52	hg002_chr12_maternal_1303.3	N	NA
hg002_chr12_maternal_1304	COQ10A	hg002_chr12_maternal_1304.1	N	NA
hg002_chr12_maternal_1305	CS	hg002_chr12_maternal_1305.1	N	NA
hg002_chr12_maternal_1306	CNPY2	hg002_chr12_maternal_1306.1	N	NA
hg002_chr12_maternal_1308	PAN2	hg002_chr12_maternal_1308.12	N	NA
hg002_chr12_maternal_1309	IL23A	hg002_chr12_maternal_1309.1	N	NA
hg002_chr12_maternal_1310	STAT2	hg002_chr12_maternal_1310.9	N	NA
hg002_chr12_maternal_1312	APOF	hg002_chr12_maternal_1312.1	N	NA
hg002_chr12_maternal_1315	TIMELESS	hg002_chr12_maternal_1315.2	N	NA
hg002_chr12_maternal_1316	MIP	hg002_chr12_maternal_1316.1	N	NA
hg002_chr12_maternal_1317	SPRYD4	hg002_chr12_maternal_1317.1	N	NA
hg002_chr12_maternal_1318	GLS2	hg002_chr12_maternal_1318.5	N	NA
hg002_chr12_maternal_1322	RBMS2	hg002_chr12_maternal_1322.9	N	NA
hg002_chr12_maternal_1324	BAZ2A	hg002_chr12_maternal_1324.1	N	NA
hg002_chr12_maternal_1325	ATP5F1B	hg002_chr12_maternal_1325.1	N	NA
hg002_chr12_maternal_1328	PTGES3	hg002_chr12_maternal_1328.8	N	NA
hg002_chr12_maternal_1330	NACA	hg002_chr12_maternal_1330.6	N	NA
hg002_chr12_maternal_1331	PRIM1	hg002_chr12_maternal_1331.1	N	NA
hg002_chr12_maternal_1332	HSD17B6	hg002_chr12_maternal_1332.2	N	NA
hg002_chr12_maternal_1335	SDR9C7	hg002_chr12_maternal_1335.1	N	NA
hg002_chr12_maternal_1337	RDH16	hg002_chr12_maternal_1337.2	N	NA
hg002_chr12_maternal_1340	GPR182	hg002_chr12_maternal_1340.1	N	NA
hg002_chr12_maternal_1341	ZBTB39	hg002_chr12_maternal_1341.1	N	NA
hg002_chr12_maternal_1342	TAC3	hg002_chr12_maternal_1342.2	N	NA
hg002_chr12_maternal_1343	MYO1A	hg002_chr12_maternal_1343.1	N	NA
hg002_chr12_maternal_1344	NEMP1	hg002_chr12_maternal_1344.3	N	NA
hg002_chr12_maternal_1345	NAB2	hg002_chr12_maternal_1345.2	N	NA
hg002_chr12_maternal_1346	STAT6	hg002_chr12_maternal_1346.8	N	NA
hg002_chr12_maternal_1348	LRP1	hg002_chr12_maternal_1348.1	N	NA
hg002_chr12_maternal_1351	NXPH4	hg002_chr12_maternal_1351.1	N	NA
hg002_chr12_maternal_1352	SHMT2	hg002_chr12_maternal_1352.2	N	NA
hg002_chr12_maternal_1353	NDUFA4L2	hg002_chr12_maternal_1353.1	N	NA
hg002_chr12_maternal_1354	STAC3	hg002_chr12_maternal_1354.3	N	NA
hg002_chr12_maternal_1355	R3HDM2	hg002_chr12_maternal_1355.38	N	NA
hg002_chr12_maternal_1357	INHBC	hg002_chr12_maternal_1357.1	N	NA
hg002_chr12_maternal_1358	INHBE	hg002_chr12_maternal_1358.1	N	NA
hg002_chr12_maternal_1360	GLI1	hg002_chr12_maternal_1360.3	N	NA
hg002_chr12_maternal_1361	ARHGAP9	hg002_chr12_maternal_1361.16	N	NA
hg002_chr12_maternal_1362	MARS1	hg002_chr12_maternal_1362.2	N	NA
hg002_chr12_maternal_1365	DDIT3	hg002_chr12_maternal_1365.7	N	NA
hg002_chr12_maternal_1367	MBD6	hg002_chr12_maternal_1367.16	N	NA
hg002_chr12_maternal_1368	DCTN2	hg002_chr12_maternal_1368.3	N	NA
hg002_chr12_maternal_1369	KIF5A	hg002_chr12_maternal_1369.2	N	NA
hg002_chr12_maternal_1370	PIP4K2C	hg002_chr12_maternal_1370.5	N	NA
hg002_chr12_maternal_1371	DTX3	hg002_chr12_maternal_1371.13	N	NA
hg002_chr12_maternal_1372	ARHGEF25	hg002_chr12_maternal_1372.3	N	NA
hg002_chr12_maternal_1375	B4GALNT1	hg002_chr12_maternal_1375.8	N	NA
hg002_chr12_maternal_1378	OS9	hg002_chr12_maternal_1378.2	N	NA
hg002_chr12_maternal_1379	AGAP2	hg002_chr12_maternal_1379.4	N	NA
hg002_chr12_maternal_1381	TSPAN31	hg002_chr12_maternal_1381.3	N	NA
hg002_chr12_maternal_1382	CDK4	hg002_chr12_maternal_1382.1	N	NA
hg002_chr12_maternal_1384	MARCHF9	hg002_chr12_maternal_1384.2	N	NA
hg002_chr12_maternal_1385	CYP27B1	hg002_chr12_maternal_1385.1	N	NA
hg002_chr12_maternal_1386	METTL1	hg002_chr12_maternal_1386.1	N	NA
hg002_chr12_maternal_1387	EEF1AKMT3	hg002_chr12_maternal_1387.1	N	NA
hg002_chr12_maternal_1388	TSFM	hg002_chr12_maternal_1388.3	N	NA
hg002_chr12_maternal_1389	AVIL	hg002_chr12_maternal_1389.3	N	NA
hg002_chr12_maternal_1391	CTDSP2	hg002_chr12_maternal_1391.1	N	NA
hg002_chr12_maternal_1398	ATP23	hg002_chr12_maternal_1398.4	N	NA
hg002_chr12_maternal_1413	LRIG3	hg002_chr12_maternal_1413.2	N	NA
hg002_chr12_maternal_1421	SLC16A7	hg002_chr12_maternal_1421.2	N	NA
hg002_chr12_maternal_1429	TAFA2	hg002_chr12_maternal_1429.3	N	NA
hg002_chr12_maternal_1436	USP15	hg002_chr12_maternal_1436.5	N	NA
hg002_chr12_maternal_1438	MON2	hg002_chr12_maternal_1438.7	N	NA
hg002_chr12_maternal_1443	PPM1H	hg002_chr12_maternal_1443.2	N	NA
hg002_chr12_maternal_1453	AVPR1A	hg002_chr12_maternal_1453.1	N	NA
hg002_chr12_maternal_1457	DPY19L2	hg002_chr12_maternal_1457.10	N	NA
hg002_chr12_maternal_1462	RXYLT1	hg002_chr12_maternal_1462.3	N	NA
hg002_chr12_maternal_1466	SRGAP1	hg002_chr12_maternal_1466.4	N	NA
hg002_chr12_maternal_1471	KICS2	hg002_chr12_maternal_1471.3	N	NA
hg002_chr12_maternal_1475	C12orf56	hg002_chr12_maternal_1475.2	N	NA
hg002_chr12_maternal_1480	XPOT	hg002_chr12_maternal_1480.2	N	NA
hg002_chr12_maternal_1482	TBK1	hg002_chr12_maternal_1482.2	N	NA
hg002_chr12_maternal_1483	RASSF3	hg002_chr12_maternal_1483.3	N	NA
hg002_chr12_maternal_1490	GNS	hg002_chr12_maternal_1490.1	N	NA
hg002_chr12_maternal_1491	TBC1D30	hg002_chr12_maternal_1491.9	N	NA
hg002_chr12_maternal_1499	WIF1	hg002_chr12_maternal_1499.1	N	NA
hg002_chr12_maternal_1503	LEMD3	hg002_chr12_maternal_1503.2	N	NA
hg002_chr12_maternal_1504	MSRB3	hg002_chr12_maternal_1504.1	N	NA
hg002_chr12_maternal_1515	HMGA2	hg002_chr12_maternal_1515.5	N	NA
hg002_chr12_maternal_1522	LLPH	hg002_chr12_maternal_1522.1	N	NA
hg002_chr12_maternal_1523	TMBIM4	hg002_chr12_maternal_1523.4	N	NA
hg002_chr12_maternal_1524	IRAK3	hg002_chr12_maternal_1524.2	N	NA
hg002_chr12_maternal_1529	HELB	hg002_chr12_maternal_1529.2	N	NA
hg002_chr12_maternal_1531	GRIP1	hg002_chr12_maternal_1531.6	N	NA
hg002_chr12_maternal_1539	CAND1	hg002_chr12_maternal_1539.4	N	NA
hg002_chr12_maternal_1549	DYRK2	hg002_chr12_maternal_1549.2	N	NA
hg002_chr12_maternal_1558	IFNG	hg002_chr12_maternal_1558.1	N	NA
hg002_chr12_maternal_1560	IL26	hg002_chr12_maternal_1560.1	N	NA
hg002_chr12_maternal_1561	IL22	hg002_chr12_maternal_1561.1	N	NA
hg002_chr12_maternal_1562	MDM1	hg002_chr12_maternal_1562.9	N	NA
hg002_chr12_maternal_1568	RAP1B	hg002_chr12_maternal_1568.1	N	NA
hg002_chr12_maternal_1574	NUP107	hg002_chr12_maternal_1574.2	N	NA
hg002_chr12_maternal_1576	SLC35E3	hg002_chr12_maternal_1576.3	N	NA
hg002_chr12_maternal_1579	MDM2	hg002_chr12_maternal_1579.2	N	NA
hg002_chr12_maternal_1580	CPM	hg002_chr12_maternal_1580.7	N	NA
hg002_chr12_maternal_1584	CPSF6	hg002_chr12_maternal_1584.3	N	NA
hg002_chr12_maternal_1587	LYZ	hg002_chr12_maternal_1587.1	N	NA
hg002_chr12_maternal_1588	YEATS4	hg002_chr12_maternal_1588.2	N	NA
hg002_chr12_maternal_1591	FRS2	hg002_chr12_maternal_1591.12	N	NA
hg002_chr12_maternal_1595	CCT2	hg002_chr12_maternal_1595.1	N	NA
hg002_chr12_maternal_1596	LRRC10	hg002_chr12_maternal_1596.1	N	NA
hg002_chr12_maternal_1598	BEST3	hg002_chr12_maternal_1598.9	N	NA
hg002_chr12_maternal_1600	RAB3IP	hg002_chr12_maternal_1600.10	N	NA
hg002_chr12_maternal_1601	MYRFL	hg002_chr12_maternal_1601.1	N	NA
hg002_chr12_maternal_1606	CNOT2	hg002_chr12_maternal_1606.11	N	NA
hg002_chr12_maternal_1607	KCNMB4	hg002_chr12_maternal_1607.3	N	NA
hg002_chr12_maternal_1610	PTPRB	hg002_chr12_maternal_1610.4	N	NA
hg002_chr12_maternal_1611	PTPRR	hg002_chr12_maternal_1611.6	N	NA
hg002_chr12_maternal_1615	TSPAN8	hg002_chr12_maternal_1615.2	N	NA
hg002_chr12_maternal_1619	LGR5	hg002_chr12_maternal_1619.4	N	NA
hg002_chr12_maternal_1623	ZFC3H1	hg002_chr12_maternal_1623.2	N	NA
hg002_chr12_maternal_1625	THAP2	hg002_chr12_maternal_1625.1	N	NA
hg002_chr12_maternal_1627	TMEM19	hg002_chr12_maternal_1627.1	N	NA
hg002_chr12_maternal_1629	RAB21	hg002_chr12_maternal_1629.2	N	NA
hg002_chr12_maternal_1630	TBC1D15	hg002_chr12_maternal_1630.16	N	NA
hg002_chr12_maternal_1632	TPH2	hg002_chr12_maternal_1632.2	N	NA
hg002_chr12_maternal_1633	TRHDE	hg002_chr12_maternal_1633.4	N	NA
hg002_chr12_maternal_1651	ATXN7L3B	hg002_chr12_maternal_1651.1	N	NA
hg002_chr12_maternal_1657	KCNC2	hg002_chr12_maternal_1657.15	N	NA
hg002_chr12_maternal_1661	CAPS2	hg002_chr12_maternal_1661.3	N	NA
hg002_chr12_maternal_1663	GLIPR1L1	hg002_chr12_maternal_1663.2	N	NA
hg002_chr12_maternal_1665	GLIPR1L2	hg002_chr12_maternal_1665.4	N	NA
hg002_chr12_maternal_1666	GLIPR1	hg002_chr12_maternal_1666.2	N	NA
hg002_chr12_maternal_1668	KRR1	hg002_chr12_maternal_1668.1	N	NA
hg002_chr12_maternal_1679	PHLDA1	hg002_chr12_maternal_1679.1	N	NA
hg002_chr12_maternal_1680	NAP1L1	hg002_chr12_maternal_1680.2	N	NA
hg002_chr12_maternal_1687	BBS10	hg002_chr12_maternal_1687.1	N	NA
hg002_chr12_maternal_1688	OSBPL8	hg002_chr12_maternal_1688.10	N	NA
hg002_chr12_maternal_1696	ZDHHC17	hg002_chr12_maternal_1696.1	N	NA
hg002_chr12_maternal_1697	CSRP2	hg002_chr12_maternal_1697.2	N	NA
hg002_chr12_maternal_1700	E2F7	hg002_chr12_maternal_1700.2	N	NA
hg002_chr12_maternal_1706	NAV3	hg002_chr12_maternal_1706.24	N	NA
hg002_chr12_maternal_1712	SYT1	hg002_chr12_maternal_1712.3	N	NA
hg002_chr12_maternal_1718	PAWR	hg002_chr12_maternal_1718.3	N	NA
hg002_chr12_maternal_1720	PPP1R12A	hg002_chr12_maternal_1720.3	N	NA
hg002_chr12_maternal_1727	OTOGL	hg002_chr12_maternal_1727.2	N	NA
hg002_chr12_maternal_1730	PTPRQ	hg002_chr12_maternal_1730.1	N	NA
hg002_chr12_maternal_1734	MYF6	hg002_chr12_maternal_1734.1	N	NA
hg002_chr12_maternal_1735	MYF5	hg002_chr12_maternal_1735.1	N	NA
hg002_chr12_maternal_1737	LIN7A	hg002_chr12_maternal_1737.3	N	NA
hg002_chr12_maternal_1741	ACSS3	hg002_chr12_maternal_1741.6	N	NA
hg002_chr12_maternal_1744	PPFIA2	hg002_chr12_maternal_1744.14	N	NA
hg002_chr12_maternal_1750	CCDC59	hg002_chr12_maternal_1750.1	N	NA
hg002_chr12_maternal_1751	METTL25	hg002_chr12_maternal_1751.13	N	NA
hg002_chr12_maternal_1756	TMTC2	hg002_chr12_maternal_1756.4	N	NA
hg002_chr12_maternal_1766	SLC6A15	hg002_chr12_maternal_1766.2	N	NA
