gene_name	num_ref	chroms_ref	num_m	chroms_m	pat	num_p
RHOBTB3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
FNBP4	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
KNTC1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
EDDM3A	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ERMARD	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
FMO1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TRAF3IP1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
RHBDD1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ECE2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
ARHGDIB	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ATAD5	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ATP10D	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
KDM5A	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
RBM8A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SEC16B	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CMTM3	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PPP6R1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CRYGN	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
PIANP	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HTR1B	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CTDSPL	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
FXYD4	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
KCTD8	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
SEMA6C	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
RUNX2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
RNASE6	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
PRKAR1B	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
RRM2B	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
ERBB3	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LCE3A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PRKG2	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
KLHDC10	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
LOC124903766	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
FUT5	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
C1QTNF9	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
PRKCZ	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TRA2A	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
LOC124901229	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ECT2L	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
DNAJC22	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TLN2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
TSHR	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
DEF6	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
AKR1B15	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
ANAPC16	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
FCGR3A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
FER1L5	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
FAM50B	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
DEFB136	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
RPL17-C18orf32	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
BEX5	1	chrX	1	chrX_MATERNAL	0	None
ZFAT	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
CHURC1-FNTB	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
GPR160	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
GBP3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CTLA4	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
ETNPPL	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
SOCS4	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
DCAF8L1	1	chrX	1	chrX_MATERNAL	0	None
PTBP1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ANGPTL3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
OR10G8	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
COL4A1	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
CALML3	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
CPLX1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PFKM	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ZNF688	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
ACHE	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
ZNF441	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
C9	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
KIF16B	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
LTBP2	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ZNF691	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PDCD2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
L2HGDH	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
FOXF2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
TBX3	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
SLC25A42	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PENK	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
EXOC7	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
HELT	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
NKX2-4	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
TM9SF3	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
ARL8A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CMTM6	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
AMPD3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CUL4A	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
GNAT3	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
CCDC61	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SLC34A3	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
NRIP1	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
KIAA0319L	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
DSG1	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
TRIR	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
PRR33	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CRACR2A	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
DISC1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
LCA5L	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
NWD1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
TMEM102	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
DPPA5	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CPM	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
C3orf18	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
PHLDA2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
EEF2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SOD1	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
CNTN1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PTPN13	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PHACTR2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
ZC3H12C	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
NBEA	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
MRPL37	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZC3HC1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
NOP10	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SIX6	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
CD1E	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TPTEP2-CSNK1E	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
H2AB1	1	chrX	1	chrX_MATERNAL	0	None
LPGAT1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PAH	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
GABRA4	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
APOBEC3A	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
TRAF2	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
RBM39	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
COLCA2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TRPC5	1	chrX	1	chrX_MATERNAL	0	None
TRPV3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
HACD2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
GPM6A	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
PTPN6	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
NETO2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
AP5Z1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
METTL24	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
KCNJ2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PIP5K1C	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
EHD3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TAPT1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
UPK1B	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
ZDHHC24	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CFAP47	1	chrX	1	chrX_MATERNAL	0	None
ADRA1B	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
MLYCD	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
OS9	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PIGH	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
RWDD2A	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
AQP4	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
PPFIA1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
HSFX3	1	chrX	1	chrX_MATERNAL	0	None
KIFBP	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
EXPH5	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CCDC9	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
GMPR	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
CDC42BPB	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
ADAM18	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
NEDD4L	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
ZNF343	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
STN1	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
POLR2J2	1	chr7	3	chr7_MATERNAL,chr7_MATERNAL,chr7_MATERNAL	1	chr7_PATERNAL
ZNF385D	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
TMEM190	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ALKAL1	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
DCANP1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ASPSCR1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
UBTFL1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
ZNF250	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
PTPN5	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
MCL1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PYCARD	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
SLC15A1	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
VSIG10L	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ADORA2A	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
HMGCS1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
PLSCR4	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
DGAT2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
FHIP2B	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
UBXN11	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
EPYC	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
LNPK	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
TMEM229B	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
RIMS3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ULBP1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
DCAF16	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
ATL3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
DDI1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TRNT1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
KRT86	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TXNDC15	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
SACS	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
SLC6A17	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ADAT1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
CAPN5	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
FER	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
SUCLA2	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
TREML1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
PRDM10	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
LOC124904542	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
NLRP8	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
BICDL2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
TCF25	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
FXYD3	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CETN3	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
MSGN1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SDHC	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
C2CD2L	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
EYA4	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SV2A	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
OR2T29	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SEMA3A	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
UBAC1	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
ARFGAP3	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
TAB3	1	chrX	1	chrX_MATERNAL	0	None
G6PC2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
GOLGA8F	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SERGEF	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
MARCHF2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ERC2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
CSRP3	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
AHCYL1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CDK3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
PRAMEF12	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZNF765-ZNF761	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
HYI	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC9B2	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
CTSW	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TBX6	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
SSBP3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SLC38A5	1	chrX	1	chrX_MATERNAL	0	None
PRKAR2A	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
H2BW2	1	chrX	1	chrX_MATERNAL	0	None
B3GALT5	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
LOC102724474	1	chr13	1	chr13_MATERNAL	1	chr13_PATERNAL
ZNF23	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
LOC124903571	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
SYT16	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
DYNLL1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
DNMT3A	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
OSBPL8	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PKD1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
TAFA5	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
TMPRSS13	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
DAZ4	1	chrY	0	None	1	chrY_PATERNAL
MYL3	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
WDR24	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
PRDM9	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
NEURL3	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
DNAJC13	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
INS-IGF2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
KLHDC9	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
GOLGA6L4	1	chr15	1	chr15_MATERNAL	0	None
IGF1R	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
TPD52L2	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
CTDSP1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
PRKACA	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SLC25A3	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
FGFR1OP2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
ZNF581	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
MOB3A	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
ZCCHC24	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
SPAG16	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
KLHL40	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
MET	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
RAB3IP	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
HS6ST2	1	chrX	1	chrX_MATERNAL	0	None
STARD3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
MAST1	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
MAP3K3	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
HSP90B1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
GTF2H3	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TMEM45B	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PRSS16	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
LDHC	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
LOC102724652	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
CACNB4	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
SIX2	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
CYP2W1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
CADM2	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
EPB41L5	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
UNC119	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
HIP1	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
PEAR1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
IPO7	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
CKMT1B	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
TMOD2	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
KRTAP5-5	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PRPH	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
TAS1R3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
TMEM87A	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
GABARAPL1	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
IHH	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
HSP90AB1	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
AIPL1	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
CYTH2	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
KEL	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
MLF1	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
MRTO4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
RNF13	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
MIS12	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
ATP6V1G3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
PPP6R2	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
SETX	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
CPZ	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
ZBED5	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
RTF2	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
LOC124902694	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
IFNA10	1	chr9	1	chr9_MATERNAL	1	chr9_PATERNAL
TRIML1	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
TUBA1B	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
CDKN2D	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
CDC42EP1	1	chr22	1	chr22_MATERNAL	1	chr22_PATERNAL
SF3A3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
KRT9	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
LPXN	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
H1-7	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
RAMP2	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
GPR108	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
LAMA2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SCG3	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
WDR37	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
RSPRY1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
CENPI	1	chrX	1	chrX_MATERNAL	0	None
TUFT1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ZNF572	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
HRH2	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
NPY4R2	1	chr10	2	chr10_MATERNAL,chr10_MATERNAL	1	chr10_PATERNAL
TRAPPC8	1	chr18	1	chr18_MATERNAL	1	chr18_PATERNAL
UHMK1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
MMP8	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
TMPRSS11E	1	chr4	1	chr4_MATERNAL	1	chr4_PATERNAL
SMAD3	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
TUBAL3	1	chr10	1	chr10_MATERNAL	1	chr10_PATERNAL
LOC124904903	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
ASPHD1	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
MDH2	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
WDR93	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
HDAC5	1	chr17	1	chr17_MATERNAL	1	chr17_PATERNAL
KHDRBS2	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
MYO5A	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
YOD1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
HIVEP3	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
FBLL1	1	chr5	1	chr5_MATERNAL	1	chr5_PATERNAL
ENAH	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
ARID3B	1	chr15	1	chr15_MATERNAL	1	chr15_PATERNAL
CATSPERD	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
C6orf226	1	chr6	1	chr6_MATERNAL	1	chr6_PATERNAL
SPO11	1	chr20	1	chr20_MATERNAL	1	chr20_PATERNAL
S100A2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
SAA2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
PRRT4	1	chr7	1	chr7_MATERNAL	1	chr7_PATERNAL
SAC3D1	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
EMC2	1	chr8	1	chr8_MATERNAL	1	chr8_PATERNAL
DEFB104A	2	chr8,chr8	1	chr8_MATERNAL	2	chr8_PATERNAL,chr8_PATERNAL
FAM240A	1	chr3	1	chr3_MATERNAL	1	chr3_PATERNAL
PPP1R13L	1	chr19	1	chr19_MATERNAL	1	chr19_PATERNAL
SIDT2	1	chr11	1	chr11_MATERNAL	1	chr11_PATERNAL
RAMP1	1	chr2	1	chr2_MATERNAL	1	chr2_PATERNAL
MRPS34	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
AMY1C	5	chr1,chr1,chr1,chr1,chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
EXTL2	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
CSNK2A2	1	chr16	1	chr16_MATERNAL	1	chr16_PATERNAL
IGSF5	1	chr21	1	chr21_MATERNAL	1	chr21_PATERNAL
AMHR2	1	chr12	1	chr12_MATERNAL	1	chr12_PATERNAL
PQBP1	1	chrX	1	chrX_MATERNAL	0	None
PNP	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
MUL1	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
XAGE2	1	chrX	1	chrX_MATERNAL	0	None
RIN3	1	chr14	1	chr14_MATERNAL	1	chr14_PATERNAL
SDF4	1	chr1	1	chr1_MATERNAL	1	chr1_PATERNAL
